;plot;forest;year;Period;from;to;from.daynr;to.daynr;biomass;potID;E;N;location.type;mean.daynr
1283;BIR1;n;1995;A;29. Aug;04. Sep;241;247;31,9;1283;6,466032;51,62895;2;244
1284;BIR1;n;1995;A;05. Sep;11. Sep;248;254;24,3;1284;6,466032;51,62895;2;251
1285;BIR1;n;1995;A;12. Sep;18. Sep;255;261;19,3;1285;6,466032;51,62895;2;258
1286;BIR1;n;1995;A;19. Sep;25. Sep;262;268;15,6;1286;6,466032;51,62895;2;265
1287;BIR1;n;1995;A;26. Sep;03. Okt;269;276;9,9;1287;6,466032;51,62895;2;272,5
1288;BIR1;n;1995;A;04. Okt;09. Okt;277;282;9,2;1288;6,466032;51,62895;2;279,5
1289;BIR1;n;1995;A;10. Okt;16. Okt;283;289;6,8;1289;6,466032;51,62895;2;286
169;LIE3;n;1995;A;24. Jul;30. Jul;205;211;73,8;169;14,298035;51,945518;1;208
170;LIE3;n;1995;A;31. Jul;06. Aug;212;218;48,2;170;14,298035;51,945518;1;215
171;LIE3;n;1995;A;07. Aug;13. Aug;219;225;28,7;171;14,298035;51,945518;1;222
172;LIE3;n;1995;A;14. Aug;20. Aug;226;232;18,2;172;14,298035;51,945518;1;229
173;LIE3;n;1995;A;21. Aug;27. Aug;233;239;26,5;173;14,298035;51,945518;1;236
174;LIE3;n;1995;A;28. Aug;03. Sep;240;246;13,1;174;14,298035;51,945518;1;243
175;LIE3;n;1995;A;04. Sep;10. Sep;247;253;35,1;175;14,298035;51,945518;1;250
176;LIE3;n;1995;A;11. Sep;17. Sep;254;260;37,6;176;14,298035;51,945518;1;257
177;LIE3;n;1995;A;18. Sep;24. Sep;261;267;47,8;177;14,298035;51,945518;1;264
178;LIE3;n;1995;A;25. Sep;01. Okt;268;274;60,3;178;14,298035;51,945518;1;271
179;LIE3;n;1995;A;02. Okt;09. Okt;275;282;34;179;14,298035;51,945518;1;278,5
212;POM1;n;1997;B;02. Mai;09. Mai;122;129;9,8;212;7,239916;50,170619;3;125,5
213;POM1;n;1997;B;10. Mai;16. Mai;130;136;28,7;213;7,239916;50,170619;3;133
214;POM1;n;1997;B;17. Mai;22. Mai;137;142;14,6;214;7,239916;50,170619;3;139,5
215;POM1;n;1997;B;23. Mai;29. Mai;143;149;36,9;215;7,239916;50,170619;3;146
216;POM1;n;1997;B;30. Mai;05. Jun;150;156;37,9;216;7,239916;50,170619;3;153
217;POM1;n;1997;B;06. Jun;11. Jun;157;162;39,5;217;7,239916;50,170619;3;159,5
218;POM1;n;1997;B;12. Jun;19. Jun;163;170;30,2;218;7,239916;50,170619;3;166,5
219;POM1;n;1997;B;20. Jun;27. Jun;171;178;14,7;219;7,239916;50,170619;3;174,5
220;POM1;n;1997;B;28. Jun;03. Jul;179;184;25,2;220;7,239916;50,170619;3;181,5
221;POM1;n;1997;B;04. Jul;10. Jul;185;191;28,1;221;7,239916;50,170619;3;188
222;POM1;n;1997;B;11. Jul;17. Jul;192;198;41,9;222;7,239916;50,170619;3;195
223;POM1;n;1997;B;18. Jul;24. Jul;199;205;74,1;223;7,239916;50,170619;3;202
224;POM1;n;1997;B;25. Jul;31. Jul;206;212;77,3;224;7,239916;50,170619;3;209
225;POM1;n;1997;B;01. Aug;07. Aug;213;219;42,8;225;7,239916;50,170619;3;216
226;POM1;n;1997;B;08. Aug;14. Aug;220;226;20,4;226;7,239916;50,170619;3;223
227;POM1;n;1997;B;15. Aug;21. Aug;227;233;14,5;227;7,239916;50,170619;3;230
228;POM1;n;1997;B;22. Aug;29. Aug;234;241;13,7;228;7,239916;50,170619;3;237,5
229;POM1;n;1997;B;30. Aug;11. Sep;242;254;20,6;229;7,239916;50,170619;3;248
230;POM1;n;1997;B;12. Sep;25. Sep;255;268;27;230;7,239916;50,170619;3;261,5
231;POM1;n;1997;B;26. Sep;10. Okt;269;283;7,4;231;7,239916;50,170619;3;276
1304;LAT1;n;1999;B;21. Mrz;27. Mrz;80;86;1,2;1304;6,652363;51,313709;2;83
1305;LAT1;n;1999;B;28. Mrz;03. Apr;87;93;16,9;1305;6,652363;51,313709;2;90
1306;LAT1;n;1999;B;04. Apr;10. Apr;94;100;10,7;1306;6,652363;51,313709;2;97
1307;LAT1;n;1999;B;11. Apr;17. Apr;101;107;5,3;1307;6,652363;51,313709;2;104
1308;LAT1;n;1999;B;18. Apr;24. Apr;108;114;11,4;1308;6,652363;51,313709;2;111
1309;LAT1;n;1999;B;25. Apr;01. Mai;115;121;32,1;1309;6,652363;51,313709;2;118
1310;LAT1;n;1999;B;02. Mai;08. Mai;122;128;28,9;1310;6,652363;51,313709;2;125
1311;LAT1;n;1999;B;09. Mai;15. Mai;129;135;24,4;1311;6,652363;51,313709;2;132
1312;LAT1;n;1999;B;16. Mai;22. Mai;136;142;38;1312;6,652363;51,313709;2;139
1313;LAT1;n;1999;B;23. Mai;29. Mai;143;149;29,6;1313;6,652363;51,313709;2;146
1314;LAT1;n;1999;B;30. Mai;05. Jun;150;156;27,2;1314;6,652363;51,313709;2;153
1315;LAT1;n;1999;B;06. Jun;12. Jun;157;163;46,8;1315;6,652363;51,313709;2;160
1316;LAT1;n;1999;B;13. Jun;19. Jun;164;170;70,7;1316;6,652363;51,313709;2;167
1317;LAT1;n;1999;B;20. Jun;26. Jun;171;177;53,2;1317;6,652363;51,313709;2;174
1318;LAT1;n;1999;B;27. Jun;03. Jul;178;184;49,3;1318;6,652363;51,313709;2;181
1319;LAT1;n;1999;B;04. Jul;10. Jul;185;191;62,1;1319;6,652363;51,313709;2;188
1320;LAT1;n;1999;B;11. Jul;17. Jul;192;198;87,2;1320;6,652363;51,313709;2;195
1321;LAT1;n;1999;B;18. Jul;24. Jul;199;205;73,6;1321;6,652363;51,313709;2;202
1322;LAT1;n;1999;B;25. Jul;31. Jul;206;212;139,5;1322;6,652363;51,313709;2;209
1323;LAT1;n;1999;B;01. Aug;07. Aug;213;219;76,5;1323;6,652363;51,313709;2;216
1324;LAT1;n;1999;B;08. Aug;14. Aug;220;226;37,4;1324;6,652363;51,313709;2;223
1325;LAT1;n;1999;B;15. Aug;21. Aug;227;233;29,9;1325;6,652363;51,313709;2;230
1326;LAT1;n;1999;B;22. Aug;28. Aug;234;240;37,4;1326;6,652363;51,313709;2;237
1327;LAT1;n;1999;B;29. Aug;04. Sep;241;247;27,1;1327;6,652363;51,313709;2;244
1328;LAT1;n;1999;B;05. Sep;11. Sep;248;254;19,8;1328;6,652363;51,313709;2;251
1329;LAT1;n;1999;B;12. Sep;18. Sep;255;261;8,9;1329;6,652363;51,313709;2;258
1330;LAT1;n;1999;B;19. Sep;25. Sep;262;268;12;1330;6,652363;51,313709;2;265
1331;LAT1;n;1999;B;26. Sep;02. Okt;269;275;6,2;1331;6,652363;51,313709;2;272
1332;LAT2;n;1999;B;21. Mrz;27. Mrz;80;86;1,4;1332;6,671591;51,321067;2;83
1333;LAT2;n;1999;B;28. Mrz;03. Apr;87;93;11,7;1333;6,671591;51,321067;2;90
1334;LAT2;n;1999;B;04. Apr;10. Apr;94;100;10,9;1334;6,671591;51,321067;2;97
1335;LAT2;n;1999;B;11. Apr;17. Apr;101;107;4,9;1335;6,671591;51,321067;2;104
1336;LAT2;n;1999;B;18. Apr;24. Apr;108;114;18,9;1336;6,671591;51,321067;2;111
1337;LAT2;n;1999;B;25. Apr;01. Mai;115;121;36,7;1337;6,671591;51,321067;2;118
1338;LAT2;n;1999;B;02. Mai;08. Mai;122;128;50,2;1338;6,671591;51,321067;2;125
1339;LAT2;n;1999;B;09. Mai;15. Mai;129;135;27,5;1339;6,671591;51,321067;2;132
1340;LAT2;n;1999;B;16. Mai;22. Mai;136;142;55,6;1340;6,671591;51,321067;2;139
1341;LAT2;n;1999;B;23. Mai;29. Mai;143;149;59,9;1341;6,671591;51,321067;2;146
1342;LAT2;n;1999;B;30. Mai;05. Jun;150;156;42,1;1342;6,671591;51,321067;2;153
1343;LAT2;n;1999;B;06. Jun;12. Jun;157;163;48,1;1343;6,671591;51,321067;2;160
1344;LAT2;n;1999;B;13. Jun;19. Jun;164;170;112,3;1344;6,671591;51,321067;2;167
1345;LAT2;n;1999;B;20. Jun;26. Jun;171;177;74,1;1345;6,671591;51,321067;2;174
1346;LAT2;n;1999;B;27. Jun;03. Jul;178;184;70,5;1346;6,671591;51,321067;2;181
1347;LAT2;n;1999;B;04. Jul;10. Jul;185;191;77,6;1347;6,671591;51,321067;2;188
1348;LAT2;n;1999;B;11. Jul;17. Jul;192;198;102,6;1348;6,671591;51,321067;2;195
1349;LAT2;n;1999;B;18. Jul;24. Jul;199;205;92;1349;6,671591;51,321067;2;202
1350;LAT2;n;1999;B;25. Jul;31. Jul;206;212;116,7;1350;6,671591;51,321067;2;209
1351;LAT2;n;1999;B;01. Aug;07. Aug;213;219;93,2;1351;6,671591;51,321067;2;216
1352;LAT2;n;1999;B;08. Aug;14. Aug;220;226;54,2;1352;6,671591;51,321067;2;223
1353;LAT2;n;1999;B;15. Aug;21. Aug;227;233;37;1353;6,671591;51,321067;2;230
1354;LAT2;n;1999;B;22. Aug;28. Aug;234;240;53,3;1354;6,671591;51,321067;2;237
1355;LAT2;n;1999;B;29. Aug;04. Sep;241;247;52,1;1355;6,671591;51,321067;2;244
1356;LAT2;n;1999;B;05. Sep;11. Sep;248;254;35,5;1356;6,671591;51,321067;2;251
1357;LAT2;n;1999;B;12. Sep;18. Sep;255;261;16,1;1357;6,671591;51,321067;2;258
1358;LAT2;n;1999;B;19. Sep;25. Sep;262;268;23,2;1358;6,671591;51,321067;2;265
1359;LAT2;n;1999;B;26. Sep;02. Okt;269;275;9,8;1359;6,671591;51,321067;2;272
97;BIR1;n;2000;B;30. Apr;05. Mai;120;125;37,2;97;6,466032;51,62895;2;122,5
98;BIR1;n;2000;B;06. Mai;12. Mai;126;132;76,1;98;6,466032;51,62895;2;129
99;BIR1;n;2000;B;13. Mai;19. Mai;133;139;59,6;99;6,466032;51,62895;2;136
100;BIR1;n;2000;B;20. Mai;26. Mai;140;146;40,3;100;6,466032;51,62895;2;143
101;BIR1;n;2000;B;27. Mai;03. Jun;147;154;41,9;101;6,466032;51,62895;2;150,5
102;BIR1;n;2000;B;04. Jun;09. Jun;155;160;47,7;102;6,466032;51,62895;2;157,5
103;BIR1;n;2000;B;10. Jun;16. Jun;161;167;73,9;103;6,466032;51,62895;2;164
104;BIR1;n;2000;B;17. Jun;23. Jun;168;174;98,6;104;6,466032;51,62895;2;171
105;BIR1;n;2000;B;24. Jun;02. Jul;175;183;67,2;105;6,466032;51,62895;2;179
106;BIR1;n;2000;B;03. Jul;08. Jul;184;189;33;106;6,466032;51,62895;2;186,5
107;BIR1;n;2000;B;09. Jul;16. Jul;190;197;30,4;107;6,466032;51,62895;2;193,5
108;BIR1;n;2000;B;17. Jul;22. Jul;198;203;35,2;108;6,466032;51,62895;2;200,5
109;BIR1;n;2000;B;23. Jul;29. Jul;204;210;32,5;109;6,466032;51,62895;2;207
110;BIR1;n;2000;B;30. Jul;07. Aug;211;219;47,3;110;6,466032;51,62895;2;215
111;BIR1;n;2000;B;08. Aug;15. Aug;220;227;30;111;6,466032;51,62895;2;223,5
112;BIR1;n;2000;B;16. Aug;22. Aug;228;234;28,2;112;6,466032;51,62895;2;231
113;BIR1;n;2000;B;23. Aug;29. Aug;235;241;24,6;113;6,466032;51,62895;2;238
114;BIR1;n;2000;B;30. Aug;05. Sep;242;248;19,2;114;6,466032;51,62895;2;245
115;BIR1;n;2000;B;06. Sep;12. Sep;249;255;15,4;115;6,466032;51,62895;2;252
116;BIR1;n;2000;B;13. Sep;21. Sep;256;264;9,9;116;6,466032;51,62895;2;260
117;BIR1;n;2000;B;22. Sep;12. Okt;265;285;12,5;117;6,466032;51,62895;2;275
232;LAT3;n;2000;B;24. Apr;29. Apr;114;119;33,1;232;6,65202;51,313731;2;116,5
233;LAT3;n;2000;B;30. Apr;06. Mai;120;126;46,2;233;6,65202;51,313731;2;123
234;LAT3;n;2000;B;07. Mai;13. Mai;127;133;65,9;234;6,65202;51,313731;2;130
235;LAT3;n;2000;B;14. Mai;20. Mai;134;140;36,4;235;6,65202;51,313731;2;137
236;LAT3;n;2000;B;21. Mai;27. Mai;141;147;27,7;236;6,65202;51,313731;2;144
237;LAT3;n;2000;B;28. Mai;03. Jun;148;154;28,7;237;6,65202;51,313731;2;151
238;LAT3;n;2000;B;04. Jun;10. Jun;155;161;51,2;238;6,65202;51,313731;2;158
239;LAT3;n;2000;B;11. Jun;17. Jun;162;168;54,7;239;6,65202;51,313731;2;165
240;LAT3;n;2000;B;18. Jun;24. Jun;169;175;85,6;240;6,65202;51,313731;2;172
241;LAT3;n;2000;B;25. Jun;01. Jul;176;182;37,2;241;6,65202;51,313731;2;179
242;LAT3;n;2000;B;02. Jul;08. Jul;183;189;39,5;242;6,65202;51,313731;2;186
243;LAT3;n;2000;B;09. Jul;15. Jul;190;196;19,9;243;6,65202;51,313731;2;193
244;LAT3;n;2000;B;16. Jul;22. Jul;197;203;27,8;244;6,65202;51,313731;2;200
245;LAT3;n;2000;B;23. Jul;29. Jul;204;210;31,3;245;6,65202;51,313731;2;207
246;LAT3;n;2000;B;30. Jul;05. Aug;211;217;18,9;246;6,65202;51,313731;2;214
247;LAT3;n;2000;B;06. Aug;12. Aug;218;224;18,7;247;6,65202;51,313731;2;221
248;LAT3;n;2000;B;13. Aug;19. Aug;225;231;17,2;248;6,65202;51,313731;2;228
249;LAT3;n;2000;B;20. Aug;26. Aug;232;238;24;249;6,65202;51,313731;2;235
250;LAT3;n;2000;B;27. Aug;02. Sep;239;245;13,6;250;6,65202;51,313731;2;242
251;LAT3;n;2000;B;03. Sep;09. Sep;246;252;12,6;251;6,65202;51,313731;2;249
252;LAT3;n;2000;B;10. Sep;16. Sep;253;259;8,1;252;6,65202;51,313731;2;256
253;LAT3;n;2000;B;17. Sep;23. Sep;260;266;7,3;253;6,65202;51,313731;2;263
254;LAT3;n;2000;B;24. Sep;30. Sep;267;273;6,7;254;6,65202;51,313731;2;270
255;LAT3;n;2000;B;01. Okt;07. Okt;274;280;4,2;255;6,65202;51,313731;2;277
256;LAT3;n;2000;B;08. Okt;14. Okt;281;287;4,9;256;6,65202;51,313731;2;284
257;LAT3;n;2000;B;15. Okt;22. Okt;288;295;3,7;257;6,65202;51,313731;2;291,5
923;KAN1;x;2001;B;07. Apr;13. Apr;97;103;6,1;923;6,696231;51,628426;1;100
924;KAN1;x;2001;B;14. Apr;21. Apr;104;111;3,1;924;6,696231;51,628426;1;107,5
925;KAN1;x;2001;B;22. Apr;28. Apr;112;118;9,3;925;6,696231;51,628426;1;115
926;KAN1;x;2001;B;29. Apr;05. Mai;119;125;14;926;6,696231;51,628426;1;122
927;KAN1;x;2001;B;06. Mai;12. Mai;126;132;22,7;927;6,696231;51,628426;1;129
928;KAN1;x;2001;B;13. Mai;19. Mai;133;139;19,9;928;6,696231;51,628426;1;136
929;KAN1;x;2001;B;20. Mai;26. Mai;140;146;17,8;929;6,696231;51,628426;1;143
930;KAN1;x;2001;B;27. Mai;03. Jun;147;154;27,7;930;6,696231;51,628426;1;150,5
931;KAN1;x;2001;B;04. Jun;09. Jun;155;160;4,9;931;6,696231;51,628426;1;157,5
932;KAN1;x;2001;B;10. Jun;16. Jun;161;167;15,9;932;6,696231;51,628426;1;164
933;KAN1;x;2001;B;17. Jun;23. Jun;168;174;22,1;933;6,696231;51,628426;1;171
934;KAN1;x;2001;B;24. Jun;30. Jun;175;181;19,8;934;6,696231;51,628426;1;178
935;KAN1;x;2001;B;01. Jul;07. Jul;182;188;15,9;935;6,696231;51,628426;1;185
936;KAN1;x;2001;B;08. Jul;14. Jul;189;195;12,1;936;6,696231;51,628426;1;192
937;KAN1;x;2001;B;15. Jul;21. Jul;196;202;21;937;6,696231;51,628426;1;199
938;KAN1;x;2001;B;22. Jul;28. Jul;203;209;26,1;938;6,696231;51,628426;1;206
939;KAN1;x;2001;B;29. Jul;04. Aug;210;216;22,1;939;6,696231;51,628426;1;213
940;KAN1;x;2001;B;05. Aug;11. Aug;217;223;18,7;940;6,696231;51,628426;1;220
941;KAN1;x;2001;B;12. Aug;18. Aug;224;230;26,2;941;6,696231;51,628426;1;227
942;KAN1;x;2001;B;19. Aug;25. Aug;231;237;26,4;942;6,696231;51,628426;1;234
943;KAN1;x;2001;B;26. Aug;01. Sep;238;244;12,5;943;6,696231;51,628426;1;241
944;KAN1;x;2001;B;02. Sep;08. Sep;245;251;9,1;944;6,696231;51,628426;1;248
945;KAN1;x;2001;B;09. Sep;15. Sep;252;258;11,4;945;6,696231;51,628426;1;255
946;KAN1;x;2001;B;16. Sep;22. Sep;259;265;9,1;946;6,696231;51,628426;1;262
947;KAN1;x;2001;B;23. Sep;29. Sep;266;272;12,7;947;6,696231;51,628426;1;269
948;KAN1;x;2001;B;30. Sep;06. Okt;273;279;13,8;948;6,696231;51,628426;1;276
949;KAN1;x;2001;B;07. Okt;13. Okt;280;286;8;949;6,696231;51,628426;1;283
950;KAN2;n;2001;B;07. Apr;13. Apr;97;103;11,2;950;6,697179;51,627065;1;100
951;KAN2;n;2001;B;14. Apr;21. Apr;104;111;8,2;951;6,697179;51,627065;1;107,5
952;KAN2;n;2001;B;22. Apr;28. Apr;112;118;11,4;952;6,697179;51,627065;1;115
953;KAN2;n;2001;B;29. Apr;05. Mai;119;125;31,5;953;6,697179;51,627065;1;122
954;KAN2;n;2001;B;06. Mai;12. Mai;126;132;40,6;954;6,697179;51,627065;1;129
955;KAN2;n;2001;B;13. Mai;19. Mai;133;139;23;955;6,697179;51,627065;1;136
956;KAN2;n;2001;B;20. Mai;26. Mai;140;146;12,3;956;6,697179;51,627065;1;143
957;KAN2;n;2001;B;27. Mai;03. Jun;147;154;22,7;957;6,697179;51,627065;1;150,5
958;KAN2;n;2001;B;04. Jun;09. Jun;155;160;6,2;958;6,697179;51,627065;1;157,5
959;KAN2;n;2001;B;10. Jun;16. Jun;161;167;15,7;959;6,697179;51,627065;1;164
960;KAN2;n;2001;B;17. Jun;23. Jun;168;174;21,9;960;6,697179;51,627065;1;171
961;KAN2;n;2001;B;24. Jun;30. Jun;175;181;20,7;961;6,697179;51,627065;1;178
962;KAN2;n;2001;B;01. Jul;07. Jul;182;188;24,5;962;6,697179;51,627065;1;185
963;KAN2;n;2001;B;08. Jul;14. Jul;189;195;13,4;963;6,697179;51,627065;1;192
964;KAN2;n;2001;B;15. Jul;21. Jul;196;202;21,8;964;6,697179;51,627065;1;199
965;KAN2;n;2001;B;22. Jul;28. Jul;203;209;26,9;965;6,697179;51,627065;1;206
966;KAN2;n;2001;B;29. Jul;04. Aug;210;216;23,2;966;6,697179;51,627065;1;213
967;KAN2;n;2001;B;05. Aug;11. Aug;217;223;12,3;967;6,697179;51,627065;1;220
968;KAN2;n;2001;B;12. Aug;18. Aug;224;230;30,1;968;6,697179;51,627065;1;227
969;KAN2;n;2001;B;19. Aug;25. Aug;231;237;29,8;969;6,697179;51,627065;1;234
970;KAN2;n;2001;B;26. Aug;01. Sep;238;244;15,2;970;6,697179;51,627065;1;241
971;KAN2;n;2001;B;02. Sep;08. Sep;245;251;10,2;971;6,697179;51,627065;1;248
972;KAN2;n;2001;B;09. Sep;15. Sep;252;258;13,9;972;6,697179;51,627065;1;255
973;KAN2;n;2001;B;16. Sep;22. Sep;259;265;11,1;973;6,697179;51,627065;1;262
974;KAN2;n;2001;B;23. Sep;29. Sep;266;272;20,2;974;6,697179;51,627065;1;269
975;KAN2;n;2001;B;30. Sep;06. Okt;273;279;22,4;975;6,697179;51,627065;1;276
976;KAN2;n;2001;B;07. Okt;13. Okt;280;286;7,9;976;6,697179;51,627065;1;283
1397;LOO1;x;2001;B;07. Apr;13. Apr;97;103;13,1;1397;6,779626;51,669417;1;100
1398;LOO1;x;2001;B;14. Apr;21. Apr;104;111;7,3;1398;6,779626;51,669417;1;107,5
1399;LOO1;x;2001;B;22. Apr;28. Apr;112;118;9,5;1399;6,779626;51,669417;1;115
1400;LOO1;x;2001;B;29. Apr;05. Mai;119;125;30,9;1400;6,779626;51,669417;1;122
1401;LOO1;x;2001;B;06. Mai;12. Mai;126;132;38,1;1401;6,779626;51,669417;1;129
1402;LOO1;x;2001;B;13. Mai;19. Mai;133;139;22,8;1402;6,779626;51,669417;1;136
1403;LOO1;x;2001;B;20. Mai;26. Mai;140;146;12,4;1403;6,779626;51,669417;1;143
1404;LOO1;x;2001;B;27. Mai;03. Jun;147;154;16,2;1404;6,779626;51,669417;1;150,5
1405;LOO1;x;2001;B;04. Jun;09. Jun;155;160;12,1;1405;6,779626;51,669417;1;157,5
1406;LOO1;x;2001;B;10. Jun;16. Jun;161;167;20,1;1406;6,779626;51,669417;1;164
1407;LOO1;x;2001;B;17. Jun;23. Jun;168;174;33,7;1407;6,779626;51,669417;1;171
1408;LOO1;x;2001;B;24. Jun;30. Jun;175;181;28,2;1408;6,779626;51,669417;1;178
1409;LOO1;x;2001;B;01. Jul;07. Jul;182;188;23,9;1409;6,779626;51,669417;1;185
1410;LOO1;x;2001;B;08. Jul;14. Jul;189;195;23,8;1410;6,779626;51,669417;1;192
1411;LOO1;x;2001;B;15. Jul;21. Jul;196;202;20,4;1411;6,779626;51,669417;1;199
1412;LOO1;x;2001;B;22. Jul;28. Jul;203;209;26,2;1412;6,779626;51,669417;1;206
1413;LOO1;x;2001;B;29. Jul;04. Aug;210;216;30,4;1413;6,779626;51,669417;1;213
1414;LOO1;x;2001;B;05. Aug;11. Aug;217;223;19,2;1414;6,779626;51,669417;1;220
1415;LOO1;x;2001;B;12. Aug;18. Aug;224;230;18,6;1415;6,779626;51,669417;1;227
1416;LOO1;x;2001;B;19. Aug;25. Aug;231;237;14,7;1416;6,779626;51,669417;1;234
1417;LOO1;x;2001;B;26. Aug;01. Sep;238;244;10,7;1417;6,779626;51,669417;1;241
1418;LOO1;x;2001;B;02. Sep;08. Sep;245;251;8,7;1418;6,779626;51,669417;1;248
1419;LOO1;x;2001;B;09. Sep;15. Sep;252;258;9,3;1419;6,779626;51,669417;1;255
1420;LOO1;x;2001;B;16. Sep;22. Sep;259;265;6,3;1420;6,779626;51,669417;1;262
1421;LOO1;x;2001;B;23. Sep;29. Sep;266;272;12,4;1421;6,779626;51,669417;1;269
1422;LOO1;x;2001;B;30. Sep;06. Okt;273;279;10,7;1422;6,779626;51,669417;1;276
1423;LOO1;x;2001;B;07. Okt;13. Okt;280;286;6,4;1423;6,779626;51,669417;1;283
1223;BIS1;n;2003;B;16. Mrz;29. Mrz;75;88;9,9;1223;6,483285;51,64659;2;81,5
1224;BIS1;n;2003;B;30. Mrz;12. Apr;89;102;6,8;1224;6,483285;51,64659;2;95,5
1225;BIS1;n;2003;B;13. Apr;26. Apr;103;116;37,4;1225;6,483285;51,64659;2;109,5
1226;BIS1;n;2003;B;27. Apr;10. Mai;117;130;20,6;1226;6,483285;51,64659;2;123,5
1227;BIS1;n;2003;B;11. Mai;24. Mai;131;144;61,7;1227;6,483285;51,64659;2;137,5
1228;BIS1;n;2003;B;25. Mai;31. Mai;145;151;96,9;1228;6,483285;51,64659;2;148
1229;BIS1;n;2003;B;01. Jun;07. Jun;152;158;110,4;1229;6,483285;51,64659;2;155
1230;BIS1;n;2003;B;08. Jun;21. Jun;159;172;101,3;1230;6,483285;51,64659;2;165,5
1231;BIS1;n;2003;B;22. Jun;29. Jun;173;180;62,4;1231;6,483285;51,64659;2;176,5
1232;BIS1;n;2003;B;30. Jun;05. Jul;181;186;41,9;1232;6,483285;51,64659;2;183,5
1233;BIS1;n;2003;B;06. Jul;12. Jul;187;193;80,1;1233;6,483285;51,64659;2;190
1234;BIS1;n;2003;B;13. Jul;19. Jul;194;200;109,1;1234;6,483285;51,64659;2;197
1235;BIS1;n;2003;B;20. Jul;26. Jul;201;207;65,3;1235;6,483285;51,64659;2;204
1236;BIS1;n;2003;B;27. Jul;02. Aug;208;214;52,5;1236;6,483285;51,64659;2;211
1237;BIS1;n;2003;B;03. Aug;09. Aug;215;221;62,5;1237;6,483285;51,64659;2;218
1238;BIS1;n;2003;B;10. Aug;16. Aug;222;228;71,4;1238;6,483285;51,64659;2;225
1239;BIS1;n;2003;B;17. Aug;23. Aug;229;235;31,2;1239;6,483285;51,64659;2;232
1240;BIS1;n;2003;B;24. Aug;30. Aug;236;242;57,1;1240;6,483285;51,64659;2;239
1241;BIS1;n;2003;B;31. Aug;06. Sep;243;249;26,8;1241;6,483285;51,64659;2;246
1242;BIS1;n;2003;B;07. Sep;13. Sep;250;256;43,7;1242;6,483285;51,64659;2;253
1243;BIS1;n;2003;B;14. Sep;20. Sep;257;263;34;1243;6,483285;51,64659;2;260
1244;BIS1;n;2003;B;21. Sep;27. Sep;264;270;23,8;1244;6,483285;51,64659;2;267
1245;BIS1;n;2003;B;28. Sep;04. Okt;271;277;16,2;1245;6,483285;51,64659;2;274
1246;BIS1;n;2003;B;05. Okt;11. Okt;278;284;9,8;1246;6,483285;51,64659;2;281
1464;SPE1;n;2003;B;30. Mrz;05. Apr;89;95;1,9;1464;6,703692;51,335317;2;92
1465;SPE1;n;2003;B;06. Apr;12. Apr;96;102;8,1;1465;6,703692;51,335317;2;99
1466;SPE1;n;2003;B;13. Apr;20. Apr;103;110;42,1;1466;6,703692;51,335317;2;106,5
1467;SPE1;n;2003;B;21. Apr;26. Apr;111;116;53;1467;6,703692;51,335317;2;113,5
1468;SPE1;n;2003;B;27. Apr;03. Mai;117;123;48,7;1468;6,703692;51,335317;2;120
1469;SPE1;n;2003;B;04. Mai;10. Mai;124;130;53,9;1469;6,703692;51,335317;2;127
1470;SPE1;n;2003;B;11. Mai;17. Mai;131;137;32,9;1470;6,703692;51,335317;2;134
1471;SPE1;n;2003;B;18. Mai;24. Mai;138;144;30,1;1471;6,703692;51,335317;2;141
1472;SPE1;n;2003;B;25. Mai;31. Mai;145;151;57,3;1472;6,703692;51,335317;2;148
1473;SPE1;n;2003;B;01. Jun;07. Jun;152;158;80,4;1473;6,703692;51,335317;2;155
1474;SPE1;n;2003;B;08. Jun;14. Jun;159;165;108;1474;6,703692;51,335317;2;162
1475;SPE1;n;2003;B;15. Jun;21. Jun;166;172;94,6;1475;6,703692;51,335317;2;169
1476;SPE1;n;2003;B;22. Jun;28. Jun;173;179;79,5;1476;6,703692;51,335317;2;176
1477;SPE1;n;2003;B;29. Jun;05. Jul;180;186;62,8;1477;6,703692;51,335317;2;183
1478;SPE1;n;2003;B;06. Jul;12. Jul;187;193;73,2;1478;6,703692;51,335317;2;190
1479;SPE1;n;2003;B;13. Jul;19. Jul;194;200;72,2;1479;6,703692;51,335317;2;197
1480;SPE1;n;2003;B;20. Jul;26. Jul;201;207;58,9;1480;6,703692;51,335317;2;204
1481;SPE1;n;2003;B;27. Jul;02. Aug;208;214;60;1481;6,703692;51,335317;2;211
1482;SPE1;n;2003;B;03. Aug;09. Aug;215;221;74,9;1482;6,703692;51,335317;2;218
1483;SPE1;n;2003;B;10. Aug;16. Aug;222;228;44,3;1483;6,703692;51,335317;2;225
1484;SPE1;n;2003;B;17. Aug;23. Aug;229;235;35,6;1484;6,703692;51,335317;2;232
1485;SPE1;n;2003;B;24. Aug;30. Aug;236;242;20,7;1485;6,703692;51,335317;2;239
1486;SPE1;n;2003;B;31. Aug;06. Sep;243;249;44;1486;6,703692;51,335317;2;246
1487;SPE1;n;2003;B;07. Sep;13. Sep;250;256;17,2;1487;6,703692;51,335317;2;253
1488;SPE1;n;2003;B;14. Sep;20. Sep;257;263;20,1;1488;6,703692;51,335317;2;260
1489;SPE1;n;2003;B;21. Sep;27. Sep;264;270;14,9;1489;6,703692;51,335317;2;267
