;plot;forest;year;Period;from;to;from.daynr;to.daynr;biomass;potID;E;N;location.type;mean.daynr
1490;SPE1;n;2003;B;28. Sep;04. Okt;271;277;8,9;1490;6,703692;51,335317;2;274
1491;SPE1;n;2003;B;05. Okt;11. Okt;278;284;7,4;1491;6,703692;51,335317;2;281
258;SPE2;n;2003;B;30. Mrz;05. Apr;89;95;0,8;258;6,719362;51,326078;2;92
259;SPE2;n;2003;B;06. Apr;12. Apr;96;102;4,1;259;6,719362;51,326078;2;99
260;SPE2;n;2003;B;13. Apr;19. Apr;103;109;14,4;260;6,719362;51,326078;2;106
261;SPE2;n;2003;B;20. Apr;26. Apr;110;116;19,2;261;6,719362;51,326078;2;113
262;SPE2;n;2003;B;27. Apr;03. Mai;117;123;17,6;262;6,719362;51,326078;2;120
263;SPE2;n;2003;B;04. Mai;10. Mai;124;130;38,5;263;6,719362;51,326078;2;127
264;SPE2;n;2003;B;11. Mai;17. Mai;131;137;26,2;264;6,719362;51,326078;2;134
265;SPE2;n;2003;B;18. Mai;24. Mai;138;144;18,4;265;6,719362;51,326078;2;141
266;SPE2;n;2003;B;25. Mai;31. Mai;145;151;26,3;266;6,719362;51,326078;2;148
267;SPE2;n;2003;B;01. Jun;07. Jun;152;158;44,7;267;6,719362;51,326078;2;155
268;SPE2;n;2003;B;08. Jun;14. Jun;159;165;82,1;268;6,719362;51,326078;2;162
269;SPE2;n;2003;B;15. Jun;21. Jun;166;172;54,9;269;6,719362;51,326078;2;169
270;SPE2;n;2003;B;22. Jun;28. Jun;173;179;50,5;270;6,719362;51,326078;2;176
271;SPE2;n;2003;B;29. Jun;05. Jul;180;186;46;271;6,719362;51,326078;2;183
272;SPE2;n;2003;B;06. Jul;12. Jul;187;193;44;272;6,719362;51,326078;2;190
273;SPE2;n;2003;B;13. Jul;19. Jul;194;200;42,3;273;6,719362;51,326078;2;197
274;SPE2;n;2003;B;20. Jul;26. Jul;201;207;38,2;274;6,719362;51,326078;2;204
275;SPE2;n;2003;B;27. Jul;02. Aug;208;214;39,6;275;6,719362;51,326078;2;211
276;SPE2;n;2003;B;03. Aug;09. Aug;215;221;52,1;276;6,719362;51,326078;2;218
277;SPE2;n;2003;B;10. Aug;16. Aug;222;228;27,2;277;6,719362;51,326078;2;225
278;SPE2;n;2003;B;17. Aug;23. Aug;229;235;30,8;278;6,719362;51,326078;2;232
279;SPE2;n;2003;B;24. Aug;30. Aug;236;242;28,6;279;6,719362;51,326078;2;239
280;SPE2;n;2003;B;31. Aug;06. Sep;243;249;18,9;280;6,719362;51,326078;2;246
281;SPE2;n;2003;B;07. Sep;13. Sep;250;256;16;281;6,719362;51,326078;2;253
282;SPE2;n;2003;B;14. Sep;20. Sep;257;263;19,4;282;6,719362;51,326078;2;260
283;SPE2;n;2003;B;21. Sep;27. Sep;264;270;14,1;283;6,719362;51,326078;2;267
284;SPE2;n;2003;B;28. Sep;04. Okt;271;277;5,1;284;6,719362;51,326078;2;274
285;SPE2;n;2003;B;05. Okt;12. Okt;278;285;4,9;285;6,719362;51,326078;2;281,5
1185;BIS2;n;2004;B;11. Apr;17. Apr;101;107;24,2;1185;6,493301;51,64372;2;104
1186;BIS2;n;2004;B;18. Apr;01. Mai;108;121;59,6;1186;6,493301;51,64372;2;114,5
1187;BIS2;n;2004;B;02. Mai;15. Mai;122;135;55,2;1187;6,493301;51,64372;2;128,5
1188;BIS2;n;2004;B;16. Mai;22. Mai;136;142;46,1;1188;6,493301;51,64372;2;139
1189;BIS2;n;2004;B;23. Mai;29. Mai;143;149;31,7;1189;6,493301;51,64372;2;146
1190;BIS2;n;2004;B;30. Mai;05. Jun;150;156;34,5;1190;6,493301;51,64372;2;153
1191;BIS2;n;2004;B;06. Jun;12. Jun;157;163;48,3;1191;6,493301;51,64372;2;160
1192;BIS2;n;2004;B;13. Jun;19. Jun;164;170;73,4;1192;6,493301;51,64372;2;167
1193;BIS2;n;2004;B;20. Jun;26. Jun;171;177;48,8;1193;6,493301;51,64372;2;174
1194;BIS2;n;2004;B;27. Jun;03. Jul;178;184;49,3;1194;6,493301;51,64372;2;181
1195;BIS2;n;2004;B;04. Jul;10. Jul;185;191;56,9;1195;6,493301;51,64372;2;188
1196;BIS2;n;2004;B;11. Jul;17. Jul;192;198;49,7;1196;6,493301;51,64372;2;195
1197;BIS2;n;2004;B;18. Jul;24. Jul;199;205;74,7;1197;6,493301;51,64372;2;202
1198;BIS2;n;2004;B;25. Jul;31. Jul;206;212;76,7;1198;6,493301;51,64372;2;209
1199;BIS2;n;2004;B;01. Aug;07. Aug;213;219;88,9;1199;6,493301;51,64372;2;216
1200;BIS2;n;2004;B;08. Aug;14. Aug;220;226;63,1;1200;6,493301;51,64372;2;223
1201;BIS2;n;2004;B;15. Aug;21. Aug;227;233;57;1201;6,493301;51,64372;2;230
1202;BIS2;n;2004;B;22. Aug;28. Aug;234;240;40;1202;6,493301;51,64372;2;237
1203;BIS2;n;2004;B;29. Aug;04. Sep;241;247;29,9;1203;6,493301;51,64372;2;244
1204;BIS2;n;2004;B;05. Sep;11. Sep;248;254;27,5;1204;6,493301;51,64372;2;251
1205;BIS2;n;2004;B;12. Sep;18. Sep;255;261;26,3;1205;6,493301;51,64372;2;258
1206;BIS2;n;2004;B;19. Sep;25. Sep;262;268;16,4;1206;6,493301;51,64372;2;265
1207;BIS2;n;2004;B;26. Sep;02. Okt;269;275;16;1207;6,493301;51,64372;2;272
1208;BIS2;n;2004;B;03. Okt;09. Okt;276;282;11,1;1208;6,493301;51,64372;2;279
1209;BIS2;n;2004;B;10. Okt;23. Okt;283;296;17,2;1209;6,493301;51,64372;2;289,5
286;HUK1;n;2004;B;04. Apr;17. Apr;94;107;18,4;286;6,628919;51,632269;2;100,5
287;HUK1;n;2004;B;18. Apr;01. Mai;108;121;21,1;287;6,628919;51,632269;2;114,5
288;HUK1;n;2004;B;02. Mai;15. Mai;122;135;31,1;288;6,628919;51,632269;2;128,5
289;HUK1;n;2004;B;16. Mai;22. Mai;136;142;32,4;289;6,628919;51,632269;2;139
290;HUK1;n;2004;B;23. Mai;29. Mai;143;149;32,9;290;6,628919;51,632269;2;146
291;HUK1;n;2004;B;30. Mai;05. Jun;150;156;33,7;291;6,628919;51,632269;2;153
292;HUK1;n;2004;B;06. Jun;12. Jun;157;163;49,5;292;6,628919;51,632269;2;160
293;HUK1;n;2004;B;13. Jun;19. Jun;164;170;56,2;293;6,628919;51,632269;2;167
294;HUK1;n;2004;B;20. Jun;26. Jun;171;177;53,8;294;6,628919;51,632269;2;174
295;HUK1;n;2004;B;27. Jun;03. Jul;178;184;49,5;295;6,628919;51,632269;2;181
296;HUK1;n;2004;B;04. Jul;10. Jul;185;191;45,3;296;6,628919;51,632269;2;188
297;HUK1;n;2004;B;11. Jul;17. Jul;192;198;43,4;297;6,628919;51,632269;2;195
298;HUK1;n;2004;B;18. Jul;24. Jul;199;205;47;298;6,628919;51,632269;2;202
299;HUK1;n;2004;B;25. Jul;31. Jul;206;212;47,4;299;6,628919;51,632269;2;209
300;HUK1;n;2004;B;01. Aug;07. Aug;213;219;34,7;300;6,628919;51,632269;2;216
301;HUK1;n;2004;B;08. Aug;14. Aug;220;226;76;301;6,628919;51,632269;2;223
302;HUK1;n;2004;B;15. Aug;21. Aug;227;233;31,3;302;6,628919;51,632269;2;230
303;HUK1;n;2004;B;22. Aug;28. Aug;234;240;27,1;303;6,628919;51,632269;2;237
304;HUK1;n;2004;B;29. Aug;04. Sep;241;247;25,8;304;6,628919;51,632269;2;244
305;HUK1;n;2004;B;05. Sep;11. Sep;248;254;28,1;305;6,628919;51,632269;2;251
306;HUK1;n;2004;B;12. Sep;25. Sep;255;268;41,2;306;6,628919;51,632269;2;261,5
307;HUK1;n;2004;B;26. Sep;09. Okt;269;282;17,2;307;6,628919;51,632269;2;275,5
308;HUK1;n;2004;B;10. Okt;24. Okt;283;297;8,7;308;6,628919;51,632269;2;290
585;PLI1;x;2005;B;13. Mrz;19. Mrz;72;78;6;585;6,69861;51,650948;1;75
586;PLI1;x;2005;B;20. Mrz;27. Mrz;79;86;7,8;586;6,69861;51,650948;1;82,5
587;PLI1;x;2005;B;28. Mrz;02. Apr;87;92;6,3;587;6,69861;51,650948;1;89,5
588;PLI1;x;2005;B;03. Apr;09. Apr;93;99;8,9;588;6,69861;51,650948;1;96
589;PLI1;x;2005;B;10. Apr;16. Apr;100;106;10,4;589;6,69861;51,650948;1;103
590;PLI1;x;2005;B;17. Apr;23. Apr;107;113;17,4;590;6,69861;51,650948;1;110
591;PLI1;x;2005;B;24. Apr;30. Apr;114;120;18,6;591;6,69861;51,650948;1;117
592;PLI1;x;2005;B;01. Mai;07. Mai;121;127;26,2;592;6,69861;51,650948;1;124
593;PLI1;x;2005;B;08. Mai;14. Mai;128;134;28,3;593;6,69861;51,650948;1;131
594;PLI1;x;2005;B;15. Mai;21. Mai;135;141;34,1;594;6,69861;51,650948;1;138
595;PLI1;x;2005;B;22. Mai;28. Mai;142;148;36;595;6,69861;51,650948;1;145
596;PLI1;x;2005;B;29. Mai;04. Jun;149;155;31,7;596;6,69861;51,650948;1;152
597;PLI1;x;2005;B;05. Jun;11. Jun;156;162;19,5;597;6,69861;51,650948;1;159
598;PLI1;x;2005;B;12. Jun;25. Jun;163;176;28,7;598;6,69861;51,650948;1;169,5
599;PLI1;x;2005;B;26. Jun;02. Jul;177;183;30,4;599;6,69861;51,650948;1;180
600;PLI1;x;2005;B;03. Jul;09. Jul;184;190;21,1;600;6,69861;51,650948;1;187
601;PLI1;x;2005;B;10. Jul;16. Jul;191;197;30,9;601;6,69861;51,650948;1;194
602;PLI1;x;2005;B;17. Jul;03. Aug;198;215;44,8;602;6,69861;51,650948;1;206,5
603;PLI1;x;2005;B;04. Aug;20. Aug;216;232;61,4;603;6,69861;51,650948;1;224
604;PLI1;x;2005;B;21. Aug;06. Sep;233;249;53,7;604;6,69861;51,650948;1;241
605;PLI1;x;2005;B;07. Sep;24. Sep;250;267;38,7;605;6,69861;51,650948;1;258,5
606;PLI1;x;2005;B;25. Sep;08. Okt;268;281;26,3;606;6,69861;51,650948;1;274,5
607;PLI1;x;2005;B;09. Okt;23. Okt;282;296;19,9;607;6,69861;51,650948;1;289
608;PLI2;x;2005;B;13. Mrz;19. Mrz;72;78;3,8;608;6,70088;51,650631;1;75
609;PLI2;x;2005;B;20. Mrz;27. Mrz;79;86;4,3;609;6,70088;51,650631;1;82,5
610;PLI2;x;2005;B;28. Mrz;02. Apr;87;92;4,6;610;6,70088;51,650631;1;89,5
611;PLI2;x;2005;B;03. Apr;09. Apr;93;99;4,7;611;6,70088;51,650631;1;96
612;PLI2;x;2005;B;10. Apr;16. Apr;100;106;5,3;612;6,70088;51,650631;1;103
613;PLI2;x;2005;B;17. Apr;23. Apr;107;113;11,2;613;6,70088;51,650631;1;110
614;PLI2;x;2005;B;24. Apr;30. Apr;114;120;15,3;614;6,70088;51,650631;1;117
615;PLI2;x;2005;B;01. Mai;07. Mai;121;127;20,4;615;6,70088;51,650631;1;124
616;PLI2;x;2005;B;08. Mai;14. Mai;128;134;21,3;616;6,70088;51,650631;1;131
617;PLI2;x;2005;B;15. Mai;21. Mai;135;141;27,1;617;6,70088;51,650631;1;138
618;PLI2;x;2005;B;22. Mai;28. Mai;142;148;30,9;618;6,70088;51,650631;1;145
619;PLI2;x;2005;B;29. Mai;04. Jun;149;155;22,5;619;6,70088;51,650631;1;152
620;PLI2;x;2005;B;05. Jun;11. Jun;156;162;13,7;620;6,70088;51,650631;1;159
621;PLI2;x;2005;B;12. Jun;25. Jun;163;176;24,1;621;6,70088;51,650631;1;169,5
622;PLI2;x;2005;B;26. Jun;02. Jul;177;183;27,2;622;6,70088;51,650631;1;180
623;PLI2;x;2005;B;03. Jul;09. Jul;184;190;26,2;623;6,70088;51,650631;1;187
624;PLI2;x;2005;B;10. Jul;16. Jul;191;197;23,7;624;6,70088;51,650631;1;194
625;PLI2;x;2005;B;17. Jul;03. Aug;198;215;28,9;625;6,70088;51,650631;1;206,5
626;PLI2;x;2005;B;04. Aug;20. Aug;216;232;43,7;626;6,70088;51,650631;1;224
627;PLI2;x;2005;B;21. Aug;06. Sep;233;249;32,1;627;6,70088;51,650631;1;241
628;PLI2;x;2005;B;07. Sep;24. Sep;250;267;41;628;6,70088;51,650631;1;258,5
629;PLI2;x;2005;B;25. Sep;08. Okt;268;281;12,9;629;6,70088;51,650631;1;274,5
630;PLI2;x;2005;B;09. Okt;23. Okt;282;296;19,9;630;6,70088;51,650631;1;289
309;XAN1;n;2005;B;15. Apr;29. Apr;105;119;32,8;309;6,443367;51,66906;2;112
310;XAN1;n;2005;B;30. Apr;14. Mai;120;134;37,1;310;6,443367;51,66906;2;127
311;XAN1;n;2005;B;15. Mai;28. Mai;135;148;31,2;311;6,443367;51,66906;2;141,5
312;XAN1;n;2005;B;29. Mai;10. Jun;149;161;61,9;312;6,443367;51,66906;2;155
313;XAN1;n;2005;B;11. Jun;26. Jun;162;177;89,6;313;6,443367;51,66906;2;169,5
314;XAN1;n;2005;B;27. Jun;06. Aug;178;218;NA;314;6,443367;51,66906;2;198
315;XAN1;n;2005;B;07. Aug;21. Aug;219;233;101,8;315;6,443367;51,66906;2;226
316;XAN1;n;2005;B;22. Aug;01. Sep;234;244;68,4;316;6,443367;51,66906;2;239
317;XAN1;n;2005;B;02. Sep;14. Sep;245;257;58;317;6,443367;51,66906;2;251
318;XAN1;n;2005;B;15. Sep;21. Sep;258;264;41,4;318;6,443367;51,66906;2;261
319;XAN1;n;2005;B;22. Sep;29. Sep;265;272;36,9;319;6,443367;51,66906;2;268,5
320;XAN1;n;2005;B;30. Sep;08. Okt;273;281;24,5;320;6,443367;51,66906;2;277
321;XAN2;n;2005;B;15. Apr;29. Apr;105;119;19,1;321;6,438562;51,666466;2;112
322;XAN2;n;2005;B;30. Apr;14. Mai;120;134;21;322;6,438562;51,666466;2;127
323;XAN2;n;2005;B;15. Mai;28. Mai;135;148;19,7;323;6,438562;51,666466;2;141,5
324;XAN2;n;2005;B;29. Mai;10. Jun;149;161;42,5;324;6,438562;51,666466;2;155
325;XAN2;n;2005;B;11. Jun;26. Jun;162;177;53,1;325;6,438562;51,666466;2;169,5
326;XAN2;n;2005;B;27. Jun;07. Jul;178;188;49;326;6,438562;51,666466;2;183
327;XAN2;n;2005;B;08. Jul;22. Jul;189;203;50,3;327;6,438562;51,666466;2;196
328;XAN2;n;2005;B;23. Jul;06. Aug;204;218;49,6;328;6,438562;51,666466;2;211
329;XAN2;n;2005;B;07. Aug;21. Aug;219;233;59,6;329;6,438562;51,666466;2;226
330;XAN2;n;2005;B;22. Aug;01. Sep;234;244;41;330;6,438562;51,666466;2;239
331;XAN2;n;2005;B;02. Sep;14. Sep;245;257;40,3;331;6,438562;51,666466;2;251
332;XAN2;n;2005;B;15. Sep;21. Sep;258;264;30,5;332;6,438562;51,666466;2;261
333;XAN2;n;2005;B;22. Sep;29. Sep;265;272;19,4;333;6,438562;51,666466;2;268,5
334;LIN1;n;2006;B;10. Apr;25. Apr;100;115;28,4;334;7,34949;51,010856;2;107,5
335;LIN1;n;2006;B;26. Apr;14. Mai;116;134;40,5;335;7,34949;51,010856;2;125
336;LIN1;n;2006;B;15. Mai;26. Mai;135;146;51,2;336;7,34949;51,010856;2;140,5
337;LIN1;n;2006;B;27. Mai;11. Jun;147;162;58,9;337;7,34949;51,010856;2;154,5
338;LIN1;n;2006;B;12. Jun;24. Jun;163;175;79,2;338;7,34949;51,010856;2;169
339;LIN1;n;2006;B;25. Jun;10. Jul;176;191;112;339;7,34949;51,010856;2;183,5
340;LIN1;n;2006;B;11. Jul;19. Jul;192;200;94,5;340;7,34949;51,010856;2;196
341;LIN1;n;2006;B;20. Jul;04. Aug;201;216;88,2;341;7,34949;51,010856;2;208,5
342;LIN1;n;2006;B;05. Aug;20. Aug;217;232;64,6;342;7,34949;51,010856;2;224,5
343;LIN1;n;2006;B;21. Aug;01. Sep;233;244;47,5;343;7,34949;51,010856;2;238,5
344;LIN1;n;2006;B;02. Sep;15. Sep;245;258;42,1;344;7,34949;51,010856;2;251,5
345;LIN1;n;2006;B;16. Sep;30. Sep;259;273;48,4;345;7,34949;51,010856;2;266
346;LIN1;n;2006;B;01. Okt;14. Okt;274;287;36,8;346;7,34949;51,010856;2;280,5
347;LIN2;n;2006;B;10. Apr;25. Apr;100;115;30,9;347;7,351866;51,025598;2;107,5
348;LIN2;n;2006;B;26. Apr;14. Mai;116;134;32;348;7,351866;51,025598;2;125
349;LIN2;n;2006;B;15. Mai;26. Mai;135;146;44,6;349;7,351866;51,025598;2;140,5
350;LIN2;n;2006;B;27. Mai;11. Jun;147;162;55,3;350;7,351866;51,025598;2;154,5
351;LIN2;n;2006;B;12. Jun;24. Jun;163;175;60,1;351;7,351866;51,025598;2;169
352;LIN2;n;2006;B;25. Jun;10. Jul;176;191;89,4;352;7,351866;51,025598;2;183,5
353;LIN2;n;2006;B;11. Jul;19. Jul;192;200;97,1;353;7,351866;51,025598;2;196
354;LIN2;n;2006;B;20. Jul;04. Aug;201;216;95,7;354;7,351866;51,025598;2;208,5
355;LIN2;n;2006;B;05. Aug;20. Aug;217;232;57,8;355;7,351866;51,025598;2;224,5
356;LIN2;n;2006;B;21. Aug;01. Sep;233;244;50,3;356;7,351866;51,025598;2;238,5
357;LIN2;n;2006;B;02. Sep;15. Sep;245;258;47,5;357;7,351866;51,025598;2;251,5
358;LIN2;n;2006;B;16. Sep;30. Sep;259;273;31,2;358;7,351866;51,025598;2;266
359;LIN2;n;2006;B;01. Okt;14. Okt;274;287;42,1;359;7,351866;51,025598;2;280,5
360;LEU1;n;2007;B;09. Mrz;23. Mrz;68;82;21,1;360;6,478536;51,543389;1;75
361;LEU1;n;2007;B;24. Mrz;14. Apr;83;104;18,2;361;6,478536;51,543389;1;93,5
362;LEU1;n;2007;B;15. Apr;04. Mai;105;124;24,9;362;6,478536;51,543389;1;114,5
363;LEU1;n;2007;B;05. Mai;26. Mai;125;146;60,3;363;6,478536;51,543389;1;135,5
364;LEU1;n;2007;B;27. Mai;22. Jun;147;173;28,1;364;6,478536;51,543389;1;160
365;LEU1;n;2007;B;23. Jun;15. Jul;174;196;16,9;365;6,478536;51,543389;1;185
366;LEU1;n;2007;B;16. Jul;04. Aug;197;216;39,5;366;6,478536;51,543389;1;206,5
367;LEU1;n;2007;B;05. Aug;18. Aug;217;230;32;367;6,478536;51,543389;1;223,5
368;LEU1;n;2007;B;19. Aug;16. Sep;231;259;106,8;368;6,478536;51,543389;1;245
369;LEU2;n;2007;B;09. Mrz;23. Mrz;68;82;22,6;369;6,473072;51,548781;1;75
370;LEU2;n;2007;B;24. Mrz;14. Apr;83;104;21,7;370;6,473072;51,548781;1;93,5
371;LEU2;n;2007;B;15. Apr;04. Mai;105;124;23,8;371;6,473072;51,548781;1;114,5
372;LEU2;n;2007;B;05. Mai;26. Mai;125;146;58,7;372;6,473072;51,548781;1;135,5
373;LEU2;n;2007;B;27. Mai;04. Aug;147;216;NA;373;6,473072;51,548781;1;181,5
374;LEU2;n;2007;B;05. Aug;18. Aug;217;230;33,6;374;6,473072;51,548781;1;223,5
375;LEU2;n;2007;B;19. Aug;16. Sep;231;259;45,7;375;6,473072;51,548781;1;245
376;BRA1;n;2008;B;21. Apr;02. Mai;111;122;28,7;376;6,143498;51,257831;1;116,5
377;BRA1;n;2008;B;03. Mai;09. Mai;123;129;13,6;377;6,143498;51,257831;1;126
378;BRA1;n;2008;B;10. Mai;16. Mai;130;136;19,7;378;6,143498;51,257831;1;133
379;BRA1;n;2008;B;17. Mai;31. Mai;137;151;28,9;379;6,143498;51,257831;1;144
380;BRA1;n;2008;B;01. Jun;14. Jun;152;165;34,2;380;6,143498;51,257831;1;158,5
381;BRA1;n;2008;B;15. Jun;25. Jun;166;176;32,1;381;6,143498;51,257831;1;171
382;BRA1;n;2008;B;26. Jun;06. Jul;177;187;44,5;382;6,143498;51,257831;1;182
383;BRA1;n;2008;B;07. Jul;18. Jul;188;199;36,8;383;6,143498;51,257831;1;193,5
384;BRA1;n;2008;B;19. Jul;03. Aug;200;215;32,9;384;6,143498;51,257831;1;207,5
385;BRA1;n;2008;B;04. Aug;15. Aug;216;227;16,4;385;6,143498;51,257831;1;221,5
386;BRA1;n;2008;B;16. Aug;31. Aug;228;243;15,4;386;6,143498;51,257831;1;235,5
387;BRA1;n;2008;B;01. Sep;29. Sep;244;272;18,1;387;6,143498;51,257831;1;258
388;BRA2;n;2008;B;21. Apr;02. Mai;111;122;29,1;388;6,143498;51,262715;1;116,5
389;BRA2;n;2008;B;03. Mai;09. Mai;123;129;13,1;389;6,143498;51,262715;1;126
390;BRA2;n;2008;B;10. Mai;16. Mai;130;136;13,6;390;6,143498;51,262715;1;133
391;BRA2;n;2008;B;17. Mai;31. Mai;137;151;21,9;391;6,143498;51,262715;1;144
392;BRA2;n;2008;B;01. Jun;14. Jun;152;165;33,3;392;6,143498;51,262715;1;158,5
393;BRA2;n;2008;B;15. Jun;25. Jun;166;176;33,4;393;6,143498;51,262715;1;171
394;BRA2;n;2008;B;26. Jun;06. Jul;177;187;23,1;394;6,143498;51,262715;1;182
395;BRA2;n;2008;B;07. Jul;18. Jul;188;199;46,2;395;6,143498;51,262715;1;193,5
396;BRA2;n;2008;B;19. Jul;03. Aug;200;215;33,5;396;6,143498;51,262715;1;207,5
397;BRA2;n;2008;B;04. Aug;15. Aug;216;227;15,7;397;6,143498;51,262715;1;221,5
398;BRA2;n;2008;B;16. Aug;31. Aug;228;243;11,4;398;6,143498;51,262715;1;235,5
399;BRA2;n;2008;B;01. Sep;29. Sep;244;272;11,3;399;6,143498;51,262715;1;258
400;BRA3;n;2009;B;02. Apr;17. Apr;92;107;17,3;400;6,140367;51,253778;1;99,5
401;BRA3;n;2009;B;18. Apr;17. Mai;108;137;35;401;6,140367;51,253778;1;122,5
402;BRA3;n;2009;B;18. Mai;31. Mai;138;151;40,1;402;6,140367;51,253778;1;144,5
403;BRA3;n;2009;B;01. Jun;18. Jun;152;169;29,4;403;6,140367;51,253778;1;160,5
404;BRA3;n;2009;B;19. Jun;05. Jul;170;186;31;404;6,140367;51,253778;1;178
405;BRA3;n;2009;B;06. Jul;15. Jul;187;196;20,2;405;6,140367;51,253778;1;191,5
406;BRA3;n;2009;B;16. Jul;28. Jul;197;209;17;406;6,140367;51,253778;1;203
407;BRA4;n;2009;B;02. Apr;17. Apr;92;107;24,1;407;6,131588;51,245263;1;99,5
408;BRA4;n;2009;B;18. Apr;17. Mai;108;137;32,6;408;6,131588;51,245263;1;122,5
409;BRA4;n;2009;B;18. Mai;05. Jul;138;186;NA;409;6,131588;51,245263;1;162
410;BRA4;n;2009;B;06. Jul;15. Jul;187;196;23,4;410;6,131588;51,245263;1;191,5
411;BRA4;n;2009;B;16. Jul;28. Jul;197;209;24,2;411;6,131588;51,245263;1;203
412;WAN1;n;2009;B;16. Jun;19. Jul;167;200;24;412;7,125584;50,899892;1;183,5
413;WAN1;n;2009;B;20. Jul;09. Aug;201;221;22;413;7,125584;50,899892;1;211
414;WAN1;n;2009;B;10. Aug;27. Aug;222;239;31,7;414;7,125584;50,899892;1;230,5
415;WAN1;n;2009;B;28. Aug;07. Sep;240;250;22,5;415;7,125584;50,899892;1;245
416;WAN1;n;2009;B;08. Sep;24. Sep;251;267;23,5;416;7,125584;50,899892;1;259
417;WAN1;n;2009;B;25. Sep;16. Okt;268;289;24,1;417;7,125584;50,899892;1;278,5
418;WAN2;n;2009;B;16. Jun;19. Jul;167;200;71;418;7,149393;50,884201;2;183,5
419;WAN2;n;2009;B;20. Jul;09. Aug;201;221;50,9;419;7,149393;50,884201;2;211
420;WAN2;n;2009;B;10. Aug;27. Aug;222;239;57,2;420;7,149393;50,884201;2;230,5
421;WAN2;n;2009;B;28. Aug;07. Sep;240;250;38,6;421;7,149393;50,884201;2;245
422;WAN2;n;2009;B;08. Sep;24. Sep;251;267;31,1;422;7,149393;50,884201;2;259
423;WAN2;n;2009;B;25. Sep;16. Okt;268;289;30,4;423;7,149393;50,884201;2;278,5
424;WAN3;n;2010;B;14. Jun;27. Jun;165;178;19,7;424;7,178522;50,85558;1;171,5
425;WAN3;n;2010;B;28. Jun;06. Jul;179;187;28,3;425;7,178522;50,85558;1;183
426;WAN3;n;2010;B;07. Jul;20. Jul;188;201;23,4;426;7,178522;50,85558;1;194,5
427;WAN3;n;2010;B;21. Jul;08. Aug;202;220;18,1;427;7,178522;50,85558;1;211
428;WAN3;n;2010;B;09. Aug;21. Aug;221;233;13,1;428;7,178522;50,85558;1;227
429;WAN3;n;2010;B;22. Aug;06. Sep;234;249;10,2;429;7,178522;50,85558;1;241,5
430;WAN4;n;2010;B;14. Jun;27. Jun;165;178;15,1;430;7,175735;50,857721;1;171,5
431;WAN4;n;2010;B;28. Jun;06. Jul;179;187;19,8;431;7,175735;50,857721;1;183
432;WAN4;n;2010;B;07. Jul;20. Jul;188;201;19,9;432;7,175735;50,857721;1;194,5
433;WAN4;n;2010;B;21. Jul;08. Aug;202;220;22,5;433;7,175735;50,857721;1;211
434;WAN4;n;2010;B;09. Aug;21. Aug;221;233;21,6;434;7,175735;50,857721;1;227
435;WAN4;n;2010;B;22. Aug;06. Sep;234;249;8,1;435;7,175735;50,857721;1;241,5
1;SLL1;n;2011;B;05. Jul;27. Jul;186;208;80;1;6,602298;51,623313;2;197
2;SLL1;n;2011;B;28. Jul;11. Aug;209;223;69,5;2;6,602298;51,623313;2;216
3;SLL1;n;2011;B;12. Aug;25. Aug;224;237;96,5;3;6,602298;51,623313;2;230,5
4;SLL1;n;2011;B;26. Aug;10. Sep;238;253;54;4;6,602298;51,623313;2;245,5
436;RAH1;n;2012;C;14. Apr;20. Apr;104;110;2,5;436;6,467202;51,400561;2;107
437;RAH1;n;2012;C;21. Apr;05. Mai;111;125;16,4;437;6,467202;51,400561;2;118
438;RAH1;n;2012;C;06. Mai;18. Mai;126;138;18,2;438;6,467202;51,400561;2;132
439;RAH1;n;2012;C;19. Mai;01. Jun;139;152;48,7;439;6,467202;51,400561;2;145,5
440;RAH1;n;2012;C;02. Jun;15. Jun;153;166;25,3;440;6,467202;51,400561;2;159,5
441;RAH1;n;2012;C;16. Jun;29. Jun;167;180;58,5;441;6,467202;51,400561;2;173,5
442;RAH1;n;2012;C;30. Jun;13. Jul;181;194;44,5;442;6,467202;51,400561;2;187,5
443;RAH1;n;2012;C;14. Jul;27. Jul;195;208;55,1;443;6,467202;51,400561;2;201,5
444;RAH1;n;2012;C;28. Jul;10. Aug;209;222;51,4;444;6,467202;51,400561;2;215,5
445;RAH1;n;2012;C;11. Aug;24. Aug;223;236;48,6;445;6,467202;51,400561;2;229,5
446;RAH1;n;2012;C;25. Aug;07. Sep;237;250;17,8;446;6,467202;51,400561;2;243,5
447;RAH1;n;2012;C;08. Sep;22. Sep;251;265;12,2;447;6,467202;51,400561;2;258
448;RAH2;n;2012;C;21. Apr;05. Mai;111;125;23,5;448;6,480208;51,403085;2;118
449;RAH2;n;2012;C;06. Mai;18. Mai;126;138;17,1;449;6,480208;51,403085;2;132
450;RAH2;n;2012;C;19. Mai;01. Jun;139;152;43,9;450;6,480208;51,403085;2;145,5
451;RAH2;n;2012;C;02. Jun;15. Jun;153;166;24,9;451;6,480208;51,403085;2;159,5
452;RAH2;n;2012;C;16. Jun;29. Jun;167;180;41,8;452;6,480208;51,403085;2;173,5
453;RAH2;n;2012;C;30. Jun;13. Jul;181;194;34,6;453;6,480208;51,403085;2;187,5
454;RAH2;n;2012;C;14. Jul;27. Jul;195;208;30,4;454;6,480208;51,403085;2;201,5
