"site","unit","plot","treatment","timestep","l_tph","l_ba","l_qmd","d_tph","d_ba","p_ba","p_seed","np_seed","p_sap","np_sap","midstory_shrubs","graminoids","forb","shrub","tree","vine","non_native","richness","diversity","evenness","ground","fine","cwd","ptorch","pmort"
"California","240","0240-00007","Control","post",444.44,52.17,38.66,49.38,4.13,36.04,1235.53,0,0,98.77,NA,0,0,0,0,NA,NA,0,0,0,119.25,7.63,4.53,22,14
"California","240","0240-00009","Control","pre",592.59,48.99,32.44,0,0,20.98,1976.84,3459.48,1012.35,493.83,NA,4,16,38,4,NA,NA,10,1.96,0.47,37.25,6.02,10.96,100,99
"California","240","0240-00009","Control","post",567.9,67,38.76,24.69,1.63,17.65,10131.32,247.11,716.05,370.37,NA,0,0,35,0,NA,NA,1,0,0,126.03,6.69,7.4,100,98
"California","240","0240-00022","Control","pre",1456.79,74.43,25.5,0,0,24.94,988.42,2223.95,0,1975.31,NA,0,0,0,0,NA,NA,0,0,0,47.64,9.02,0,100,100
"California","240","0240-00022","Control","post",1234.57,90.64,30.57,24.69,3.01,26.67,5436.32,741.32,172.84,641.98,NA,0,0,0,0,NA,NA,0,0,0,204.6,6.49,0,0,100
"California","240","0240-00026","Control","pre",345.68,44.58,40.52,0,0,21.99,247.11,741.32,0,0,NA,0,0,0,0,NA,NA,0,0,0,40.88,16.49,33.29,4,9
"California","240","0240-00026","Control","post",419.75,65.07,44.43,0,0,21.84,494.21,1729.74,98.77,493.83,NA,0,0,0,0,NA,NA,0,0,0,107.66,18.25,12.9,98,10
"California","240","0240-00101","Control","pre",641.98,63.3,35.43,98.77,4.8,16.33,1482.63,741.32,0,740.74,NA,0,12,16,6,NA,NA,8,2.07,0.59,93.17,5.34,26.95,29,100
"California","240","0240-00101","Control","post",493.83,56.4,38.13,123.46,16.13,12.53,6918.95,0,0,765.43,NA,0,0,0,5,NA,NA,1,0,0,30.14,8.81,0,100,17
"California","240","0240-00102","Control","pre",444.44,57.44,40.56,0,0,35.17,1482.63,2471.05,0,246.91,NA,0,12,8,4,NA,NA,6,1.79,0.56,90.1,27.36,14.46,44,11
"California","240","0240-00102","Control","post",444.44,84.33,49.15,24.69,2.28,36.24,1729.74,741.32,74.07,345.68,NA,0,0,0,0,NA,NA,0,0,0,94.6,21.49,18.79,93,7
"California","240","0240-00104","Control","pre",222.22,49.42,53.21,24.69,1.17,0,0,1729.74,0,493.83,NA,4,24,8,4,NA,NA,10,2.3,0.62,100.98,18.82,120.46,0,100
"California","240","0240-00104","Control","post",222.22,59.69,58.48,24.69,1.04,0,988.42,741.32,98.77,1259.26,NA,0,0,0,5,NA,NA,1,0,0,84.81,11.36,6.77,100,100
"California","240","0240-00105","Control","pre",567.9,55.34,35.22,24.69,2.09,47.75,494.21,494.21,0,0,NA,4,12,8,4,NA,NA,7,1.95,0.58,95.19,11.8,10.65,20,20
"California","240","0240-00105","Control","post",469.14,71,43.9,74.07,4.08,48.24,1729.74,494.21,24.69,469.14,NA,0,0,0,2,NA,NA,1,0,0,53.08,8.78,14.13,100,12
"California","240","0240-00106","Control","pre",740.74,69.97,34.68,0,0,0,4447.9,1729.74,0,0,NA,0,8,4,4,NA,NA,4,1.39,0.5,25.01,23.63,16.78,0,100
"California","240","0240-00106","Control","post",469.14,88.04,48.88,98.77,6.74,0,3706.58,1729.74,74.07,987.65,NA,0,0,0,0,NA,NA,0,0,0,239.72,15.31,10.54,100,100
"California","240","0240-00107","Control","pre",197.53,22,37.66,0,0,53.09,741.32,2223.95,0,0,NA,8,16,4,8,NA,NA,9,2.2,0.61,24.06,9.71,5.7,67,49
"California","240","0240-00107","Control","post",296.3,40.81,41.88,0,0,47.2,2718.16,14085.01,24.69,370.37,NA,0,0,0,0,NA,NA,0,0,0,33.52,23.2,47.83,86,13
"California","240","0240-00109","Control","pre",888.89,52.48,27.42,24.69,1.35,63.76,2965.26,0,0,2024.69,NA,4,8,8,8,NA,NA,7,1.95,0.58,23.26,6.7,41.99,0,100
"California","240","0240-00109","Control","post",765.43,60.98,31.85,24.69,1.46,65.86,7660.27,247.11,24.69,567.9,NA,0,0,0,0,NA,NA,0,0,0,161.42,4.55,17.08,24,25
"California","240","0240-00110","Control","pre",469.14,26.59,26.86,0,0,20.47,988.42,988.42,0,246.91,NA,4,16,16,4,NA,NA,10,2.3,0.62,77.32,23.88,52.33,6,30
"California","240","0240-00110","Control","post",493.83,30.99,28.27,74.07,6.41,17.39,10378.43,247.11,98.77,395.06,NA,0,0,0,0,NA,NA,0,0,0,100,11.19,4.44,98,98
"California","240","0240-00112","Control","pre",320.99,43.1,41.35,0,0,17.86,32617.91,247.11,0,24.69,NA,0,4,4,4,NA,NA,3,1.1,0.44,78.34,20.21,18.44,7,21
"California","240","0240-00112","Control","post",345.68,41.65,39.17,74.07,13.19,17.63,92911.63,0,74.07,691.36,NA,0,0,0,0,NA,NA,0,0,0,135.64,9.48,35.38,100,56
"California","240","0240-00113","Control","pre",1135.8,75.61,29.11,24.69,4.85,29.64,0,0,0,246.91,NA,4,8,0,4,NA,NA,4,1.39,0.5,102.27,28.62,50.86,5,100
"California","240","0240-00113","Control","post",641.98,90.41,42.35,123.46,11.22,36.76,4200.79,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,78.08,11.11,31.37,0,100
"California","240","0240-00114","Control","pre",666.67,48.25,30.36,0,0,57.68,1235.53,1729.74,0,0,NA,4,8,16,4,NA,NA,8,2.08,0.6,69.32,15.52,54.66,4,16
"California","240","0240-00114","Control","post",617.28,79.54,40.51,24.69,0.93,53.98,1482.63,741.32,74.07,567.9,NA,0,0,0,5,NA,NA,1,0,0,190.8,4.27,9.42,13,12
"California","240","0240-00115","Control","pre",1111.11,77.04,29.71,0,0,17.62,0,494.21,0,493.83,NA,0,12,8,4,NA,NA,6,1.79,0.56,58.09,24.84,1.63,0,100
"California","240","0240-00115","Control","post",716.05,91.4,40.31,74.07,7.89,21.08,741.32,0,0,98.77,NA,0,0,0,0,NA,NA,0,0,0,154.4,12.84,13.73,0,100
"California","340","0340-00006","Fire","pre",148.15,34.83,54.71,24.69,1.69,0,0,5683.42,0,1975.31,NA,0,0,5,85,NA,NA,3,0.73,0.16,13.5,4.37,36.12,100,11
"California","340","0340-00006","Fire","post",123.46,36.08,61,49.38,9.64,0,494.21,13343.69,0,2320.99,NA,0,0,0,10,NA,NA,1,0,0,4.95,7.53,20.1,88,12
"California","340","0340-00013","Fire","pre",493.83,52.75,36.88,0,0,8.65,0,2718.16,0,0,NA,0,0,0,25,NA,NA,2,0.5,0.16,85.64,8.77,3.98,22,19
"California","340","0340-00013","Fire","post",345.68,56.1,45.46,0,0,0,0,1729.74,0,74.07,NA,0,0,0,0,NA,NA,0,0,0,44.25,13.94,13.9,17,12
"California","340","0340-00024","Fire","pre",666.67,68.19,36.09,24.69,1.8,30.45,7660.27,494.21,0,246.91,NA,0,0,0,0,NA,NA,0,0,0,78.84,3.24,32.76,0,20
"California","340","0340-00024","Fire","post",444.44,80.59,48.05,49.38,4.13,24.35,2223.95,247.11,0,0,NA,0,0,0,0,NA,NA,0,0,0,67.42,6.36,50.9,0,12
"California","340","0340-00025","Fire","pre",419.75,30.96,30.65,0,0,6.08,494.21,0,0,740.74,NA,0,0,0,0,NA,NA,0,0,0,52.23,9.96,37.6,67,98
"California","340","0340-00025","Fire","post",197.53,42.06,52.07,24.69,2.28,0,247.11,1235.53,0,0,NA,0,0,0,0,NA,NA,0,0,0,66.1,4.87,29.37,0,8
"California","340","0340-00026","Fire","pre",296.3,44.44,43.7,49.38,7.49,0,494.21,4447.9,0,246.91,NA,0,5,0,5,NA,NA,2,0.69,0.3,15.53,5.17,68.35,0,15
"California","340","0340-00026","Fire","post",172.84,26.52,44.2,0,0,0,741.32,6177.64,0,419.75,NA,0,0,0,0,NA,NA,0,0,0,24.46,9.14,5.29,97,23
"California","340","0340-00103","Fire","pre",716.05,69.38,35.12,74.07,4.84,31.34,1235.53,0,0,0,NA,0,12,4,4,NA,NA,5,1.61,0.54,73.9,9.92,58.86,1,100
"California","340","0340-00103","Fire","post",98.77,34.16,66.36,74.07,11.98,24.08,1482.63,3706.58,0,2839.51,NA,0,0,50,0,NA,NA,2,0.5,0.13,40.93,12.79,91.61,37,98
"California","340","0340-00104","Fire","pre",493.83,39.81,32.04,0,0,12.32,0,3706.58,0,1234.57,NA,4,20,8,34,NA,NA,11,2.07,0.49,73.98,29.19,7.32,100,28
"California","340","0340-00104","Fire","post",271.6,46.25,46.56,24.69,4.1,8.14,988.42,7907.37,0,567.9,NA,0,0,15,0,NA,NA,1,0,0,47.87,8.01,2.03,75,10
"California","340","0340-00108","Fire","pre",1012.35,41.34,22.8,0,0,13.49,2223.95,741.32,0,271.6,NA,0,24,16,10,NA,NA,12,2.48,0.63,26.43,13.97,37.4,4,100
"California","340","0340-00108","Fire","post",666.67,51.82,31.46,24.69,1.28,7.23,4447.9,247.11,0,222.22,NA,0,0,0,0,NA,NA,0,0,0,30.46,14.88,7.25,77,27
"California","340","0340-00109","Fire","pre",691.36,34.1,25.06,24.69,1.2,33.23,1235.53,4447.9,246.91,24.69,NA,8,16,12,4,NA,NA,10,2.3,0.62,11.51,7.25,3.04,0,100
"California","340","0340-00109","Fire","post",395.06,43.49,37.44,24.69,1.01,30.84,6671.85,3706.58,0,49.38,NA,0,0,0,0,NA,NA,0,0,0,19.03,5.8,4.57,0,16
"California","340","0340-00111","Fire","pre",320.99,40.58,40.12,148.15,23.78,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,61.04,21.03,188.19,35,18
"California","340","0340-00111","Fire","post",148.15,38.6,57.59,0,0,0,2223.95,3459.48,0,74.07,NA,0,0,15,0,NA,NA,1,0,0,46.2,4.06,52.66,0,6
"California","340","0340-00112","Fire","pre",666.67,95.56,42.72,49.38,15.18,31.02,0,10378.43,0,0,NA,0,8,0,4,NA,NA,3,1.1,0.44,69.16,20.3,16.21,3,11
"California","340","0340-00112","Fire","post",148.15,86.98,86.46,49.38,3.01,48.47,494.21,2223.95,0,0,NA,0,0,0,0,NA,NA,0,0,0,19.59,4.75,4.6,0,3
"California","340","0340-00113","Fire","pre",790.12,76.91,35.2,0,0,25.11,0,13096.59,0,0,NA,0,8,4,4,NA,NA,4,1.39,0.5,102.88,3.14,59.64,1,18
"California","340","0340-00113","Fire","post",24.69,28.11,120.4,123.46,10.4,72.98,0,741.32,0,148.15,NA,0,0,1,2,NA,NA,2,0.64,0.58,14.55,4.28,43.55,0,1
"California","340","0340-00114","Fire","pre",444.44,55.18,39.76,24.69,2.42,0,0,2471.05,0,246.91,NA,8,26,12,12,NA,NA,13,2.55,0.63,68.56,10.86,66.27,59,18
"California","340","0340-00114","Fire","post",172.84,55.38,63.87,0,0,0,0,3459.48,0,320.99,NA,0,0,0,5,NA,NA,1,0,0,110.33,19.99,15.04,94,4
"California","340","0340-00115","Fire","pre",271.6,28.59,36.61,0,0,16.21,247.11,4942.11,0,0,NA,0,0,0,0,NA,NA,0,0,0,25.33,17.06,2.88,0,17
"California","340","0340-00115","Fire","post",123.46,38.94,63.37,49.38,5.46,19.79,247.11,11366.85,0,320.99,NA,1,0,5,0,NA,NA,2,0.45,0.25,31.99,14.84,13.98,0,7
"California","340","0340-00116","Fire","pre",493.83,52.7,36.86,0,0,0,0,18285.8,0,0,NA,8,32,16,10,NA,NA,16,2.77,0.66,13.85,3.85,16.95,12,13
"California","340","0340-00116","Fire","post",296.3,46.97,44.92,24.69,10.31,0,0,3706.58,0,271.6,NA,0,5,0,0,NA,NA,1,0,0,15.7,15.31,34.85,84,10
"California","340","0340-00117","Fire","pre",246.91,46.33,48.88,74.07,13.81,0,0,14085.01,0,246.91,NA,8,16,14,14,NA,NA,12,2.47,0.63,22.22,8.06,21.79,97,10
"California","340","0340-00117","Fire","post",123.46,33.29,58.59,74.07,20.4,0,988.42,1729.74,0,296.3,NA,0,0,5,0,NA,NA,1,0,0,60.97,11.97,0,90,11
"California","340","0340-00121","Fire","pre",345.68,47.16,41.68,24.69,5.26,31.66,0,2718.16,24.69,3456.79,NA,0,16,4,52,NA,NA,7,1.54,0.36,9.94,5.72,40.09,100,23
"California","340","0340-00121","Fire","post",246.91,62.46,56.75,24.69,1.06,25.22,0,11861.06,0,370.37,NA,0,0,30,15,NA,NA,2,0.64,0.17,29.32,8.51,4.44,100,15
"California","340","0340-00122","Fire","pre",395.06,41.05,36.37,49.38,4.42,2.75,2965.26,6177.64,0,246.91,NA,0,16,16,10,NA,NA,10,2.29,0.61,164.28,27.37,30.69,13,100
"California","340","0340-00122","Fire","post",172.84,41.37,55.2,24.69,3.24,0,2718.16,9637.11,0,74.07,NA,0,0,0,0,NA,NA,0,0,0,44.82,9.14,2.84,9,13
"California","340","0340-00123","Fire","pre",419.75,66.62,44.95,24.69,1.15,56.13,1235.53,5683.42,0,0,NA,8,20,16,8,NA,NA,13,2.56,0.65,38.02,10.87,0,19,100
"California","340","0340-00123","Fire","post",222.22,63.32,60.23,24.69,1.46,42.3,0,7907.37,0,74.07,NA,0,5,5,0,NA,NA,2,0.69,0.3,8.82,1.25,0,8,6
"California","340","0340-00124","Fire","pre",296.3,43.57,43.27,0,0,25.64,741.32,494.21,0,24.69,NA,0,59,4,4,NA,NA,6,0.95,0.23,94.61,33.33,51.63,25,16
"California","340","0340-00124","Fire","post",24.69,28.47,121.16,49.38,8.9,76.18,247.11,2718.16,98.77,987.65,NA,0,95,0,0,NA,NA,1,0,0,40.68,5.58,162.1,7,5
"California","350","0350-00002","Mech","pre",370.37,54.09,43.12,24.69,5,44.35,5436.32,1976.84,0,0,NA,0,0,0,0,NA,NA,0,0,0,57.17,5.3,34.15,0,8
"California","350","0350-00002","Mech","post",98.77,45.59,76.66,0,0,63.38,11366.85,5683.42,0,197.53,NA,0,0,0,0,NA,NA,0,0,0,78.06,11.63,4.41,80,6
"California","350","0350-00003","Mech","pre",666.67,40.97,27.97,24.69,12.82,44.68,8401.58,2223.95,0,246.91,NA,0,5,5,0,NA,NA,2,0.69,0.3,19.21,3.61,18.16,0,22
"California","350","0350-00003","Mech","post",74.07,26.41,67.37,0,0,47.01,11613.95,4942.11,0,0,NA,0,0,0,0,NA,NA,0,0,0,25.36,6.81,30.2,0,3
"California","350","0350-00005","Mech","pre",592.59,60.41,36.03,0,0,22.95,5930.53,247.11,0,0,NA,0,0,0,0,NA,NA,0,0,0,68.58,7.38,12.57,0,13
"California","350","0350-00005","Mech","post",123.46,52.67,73.7,0,0,41.7,17544.48,2471.05,0,0,NA,0,0,0,0,NA,NA,0,0,0,90.01,10.62,2.24,12,7
"California","350","0350-00101","Mech","pre",740.74,72.16,35.22,0,0,29.49,2223.95,247.11,0,0,NA,0,24,0,4,NA,NA,7,1.95,0.58,88.53,8.75,15.27,16,22
"California","350","0350-00101","Mech","post",148.15,26.48,47.71,74.07,13.81,7.75,10131.32,4695,0,0,NA,0,0,0,0,NA,NA,0,0,0,43.21,5.78,0,0,13
"California","350","0350-00102","Mech","pre",641.98,51.21,31.87,24.69,6.06,0,4942.11,1235.53,0,49.38,NA,0,16,8,4,NA,NA,7,1.95,0.58,102.46,8.55,75.53,39,100
"California","350","0350-00102","Mech","post",148.15,42.61,60.52,24.69,1.35,0,15814.75,3706.58,0,74.07,NA,0,0,0,0,NA,NA,0,0,0,91.91,7,88.46,0,5
"California","350","0350-00103","Mech","pre",962.96,78.14,32.14,24.69,5.26,47.45,3459.48,0,0,740.74,NA,0,16,0,4,NA,NA,5,1.61,0.54,135.76,11.47,56.86,12,100
"California","350","0350-00103","Mech","post",592.59,64.31,37.17,49.38,9.53,51.4,56092.93,247.11,0,617.28,NA,0,0,0,0,NA,NA,0,0,0,47.42,7.34,56.35,38,21
"California","350","0350-00105","Mech","pre",617.28,41.15,29.14,0,0,36.03,21498.17,4695,0,2790.12,NA,8,16,20,0,NA,NA,10,2.29,0.6,80.46,9.09,0,100,100
"California","350","0350-00105","Mech","post",246.91,42,46.54,0,0,39.17,97359.53,1482.63,0,49.38,NA,0,0,5,0,NA,NA,1,0,0,146.62,6.99,18.26,0,15
"California","350","0350-00106","Mech","pre",814.81,50.16,28,0,0,12.99,1482.63,0,0,765.43,NA,0,8,0,4,NA,NA,3,1.1,0.44,64.88,4.66,110.49,76,100
"California","350","0350-00106","Mech","post",98.77,36.99,69.05,0,0,26.9,11119.74,6177.64,0,0,NA,0,0,0,0,NA,NA,0,0,0,176.95,42.82,6.93,0,5
"California","350","0350-00109","Mech","pre",469.14,47.37,35.85,24.69,2.09,0,1976.84,741.32,0,765.43,NA,8,20,36,0,NA,NA,10,1.97,0.47,95.68,7.77,0,100,98
"California","350","0350-00109","Mech","post",246.91,44.41,47.86,0,0,0,13096.59,247.11,0,493.83,NA,0,0,5,0,NA,NA,1,0,0,129.98,15.1,54.4,77,11
"California","350","0350-00110","Mech","pre",370.37,38.57,36.42,0,0,29.57,494.21,247.11,0,0,NA,8,12,4,0,NA,NA,6,1.79,0.56,24.83,17.03,58.52,4,19
"California","350","0350-00110","Mech","post",74.07,32.26,74.47,0,0,31.72,24957.65,1235.53,0,0,NA,0,0,0,0,NA,NA,0,0,0,21.12,5.72,0,0,7
"California","350","0350-00111","Mech","pre",543.21,63.23,38.5,49.38,6.48,62.28,1729.74,741.32,0,24.69,NA,8,28,16,0,NA,NA,12,2.47,0.63,44.18,3.58,3.76,0,14
"California","350","0350-00111","Mech","post",197.53,79.2,71.45,0,0,77.7,6671.85,988.42,0,74.07,NA,0,0,0,0,NA,NA,0,0,0,46.7,8.72,6.35,5,6
"California","350","0350-00112","Mech","pre",641.98,47.7,30.76,24.69,0.97,0,4200.79,0,0,1234.57,NA,4,8,10,8,NA,NA,7,1.93,0.57,169.8,37.68,84.34,5,100
"California","350","0350-00112","Mech","post",148.15,46.91,63.5,24.69,7.82,0,11613.95,494.21,0,0,NA,0,0,0,0,NA,NA,0,0,0,58.54,8.08,1.17,5,5
"California","350","0350-00113","Mech","pre",419.75,50.14,39,24.69,0.82,37.86,1482.63,494.21,0,0,NA,0,14,12,0,NA,NA,6,1.78,0.55,35.14,6.21,13.42,0,13
"California","350","0350-00113","Mech","post",74.07,25.25,65.88,49.38,2.21,0,4447.9,2471.05,24.69,98.77,NA,0,0,0,0,NA,NA,0,0,0,81.58,10.11,82.08,0,5
"California","350","0350-00115","Mech","pre",296.3,28.61,35.06,24.69,8.52,5.62,5930.53,2223.95,0,24.69,NA,4,4,8,0,NA,NA,4,1.39,0.5,47.35,9.42,254.86,38,33
"California","350","0350-00115","Mech","post",74.07,22.04,61.55,0,0,0,15073.43,2965.26,0,0,NA,0,0,0,0,NA,NA,0,0,0,106.1,11.61,3.4,23,12
"California","350","0350-00116","Mech","pre",493.83,63.22,40.37,0,0,57.89,57822.67,0,0,246.91,NA,4,10,26,0,NA,NA,4,1.03,0.28,88.01,6.16,27.67,39,14
"California","350","0350-00116","Mech","post",172.84,64.88,69.13,0,0,69.58,46950.03,3706.58,0,0,NA,0,0,0,0,NA,NA,0,0,0,76.81,13.94,14.72,6,6
"California","350","0350-00117","Mech","pre",617.28,62.84,36,24.69,7.45,12.74,4447.9,1482.63,0,49.38,NA,4,26,12,4,NA,NA,11,2.39,0.62,42.36,11.05,98.82,67,100
"California","350","0350-00117","Mech","post",148.15,44.59,61.91,0,0,0,5930.53,8401.58,0,24.69,NA,0,0,0,0,NA,NA,0,0,0,84.93,25.51,15.25,3,6
"California","350","0350-00119","Mech","pre",567.9,62.14,37.32,0,0,70.45,16556.06,741.32,0,493.83,NA,4,8,8,4,NA,NA,6,1.79,0.56,120.87,13.3,12.6,33,19
"California","350","0350-00119","Mech","post",345.68,53.15,44.24,0,0,85.21,29405.54,9637.11,24.69,839.51,NA,0,0,0,0,NA,NA,0,0,0,52.26,5.15,2.06,0,16
"California","380","0380-00002","Mech+Fire","pre",197.53,25.58,40.61,98.77,21.7,55.54,1482.63,2471.05,0,0,NA,0,0,0,0,NA,NA,0,0,0,54.34,10.9,63.92,1,17
"California","380","0380-00002","Mech+Fire","post",74.07,18.57,56.5,24.69,9.88,20.9,494.21,247.11,0,0,NA,0,0,5,0,NA,NA,1,0,0,44.66,2.93,2.98,0,8
"California","380","0380-00004","Mech+Fire","pre",543.21,58.98,37.18,74.07,3.99,25.36,3706.58,2718.16,0,0,NA,0,58,20,4,NA,NA,13,2.29,0.52,68.91,6.96,16.32,0,15
"California","380","0380-00004","Mech+Fire","post",148.15,54.23,68.27,0,0,20.21,0,494.21,0,0,NA,0,0,0,0,NA,NA,0,0,0,8.19,7.77,19.17,0,4
"California","380","0380-00006","Mech+Fire","pre",395.06,52.42,41.1,0,0,59.33,988.42,494.21,0,0,NA,0,0,0,0,NA,NA,0,0,0,35.57,4.87,24.86,1,9
"California","380","0380-00006","Mech+Fire","post",98.77,31.22,63.44,24.69,5.11,52.39,1482.63,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,33.45,8.13,4.31,0,4
"California","380","0380-00010","Mech+Fire","pre",197.53,31.88,45.33,49.38,31.16,10.31,988.42,494.21,0,0,NA,0,0,0,0,NA,NA,0,0,0,10.35,3.6,0,0,9
"California","380","0380-00010","Mech+Fire","post",74.07,28.25,69.68,24.69,1.49,27.79,247.11,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,8.44,5.77,0,0,4
"California","380","0380-00015","Mech+Fire","pre",320.99,55.93,47.1,0,0,69.84,2223.95,988.42,0,0,NA,0,0,0,0,NA,NA,0,0,0,72.38,15.09,0,0,12
"California","380","0380-00015","Mech+Fire","post",74.07,35.63,78.26,0,0,100,2471.05,0,24.69,172.84,NA,0,0,0,0,NA,NA,0,0,0,3.11,0.45,3.63,10,6
"California","380","0380-00102","Mech+Fire","pre",518.52,53.36,36.2,49.38,4.66,39.07,2223.95,0,0,271.6,NA,4,8,4,0,NA,NA,4,1.39,0.5,41.82,11.2,30.74,99,96
"California","380","0380-00102","Mech+Fire","post",49.38,28.98,86.44,74.07,17.74,62.03,247.11,0,0,0,NA,0,5,0,0,NA,NA,1,0,0,51.61,12.35,0,0,2
"California","380","0380-00103","Mech+Fire","pre",592.59,63.93,37.06,24.69,11.11,59.57,9390.01,1976.84,0,24.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.21,12.51,18.83,9,17
"California","380","0380-00103","Mech+Fire","post",0,0,NA,74.07,18.76,84.06,494.21,1482.63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,2.44,5.97,0,0
"California","380","0380-00104","Mech+Fire","pre",419.75,83.38,50.29,0,0,52.35,2965.26,494.21,0,0,NA,0,8,16,4,NA,NA,7,1.95,0.58,84.71,33.75,64.43,0,10
"California","380","0380-00104","Mech+Fire","post",74.07,32.02,74.19,74.07,15.99,26.39,0,0,0,0,NA,0,0,5,0,NA,NA,1,0,0,37.46,1.24,0,0,3
"California","380","0380-00107","Mech+Fire","pre",518.52,56.01,37.09,24.69,1.15,42.38,2471.05,3953.69,0,0,NA,0,4,4,4,NA,NA,3,1.1,0.44,55.26,16,32.99,0,15
"California","380","0380-00107","Mech+Fire","post",74.07,32.58,74.83,24.69,3.66,46.25,2223.95,247.11,0,0,NA,0,0,0,0,NA,NA,0,0,0,4.41,0.83,1.22,0,3
"California","380","0380-00110","Mech+Fire","pre",320.99,42.39,41,24.69,8.45,88.66,2965.26,741.32,246.91,3456.79,NA,4,12,12,0,NA,NA,7,1.95,0.58,85.49,13.2,3.33,99,100
"California","380","0380-00110","Mech+Fire","post",24.69,21.44,105.16,49.38,4.09,93.18,1235.53,1235.53,0,0,NA,0,0,0,0,NA,NA,0,0,0,30.22,2.1,9.01,0,1
"California","380","0380-00112","Mech+Fire","pre",370.37,68.16,48.41,24.69,4.01,44.16,5436.32,3706.58,0,987.65,NA,8,8,8,4,NA,NA,7,1.95,0.58,90.16,14.74,31.66,2,11
"California","380","0380-00112","Mech+Fire","post",172.84,43.17,56.39,0,0,0,1976.84,0,0,98.77,NA,0,0,0,0,NA,NA,0,0,0,36.65,4.19,2.12,0,6
"California","380","0380-00113","Mech+Fire","pre",592.59,63,36.79,0,0,57.97,1976.84,741.32,0,246.91,NA,4,0,8,0,NA,NA,3,1.1,0.44,93,10.39,16.74,75,18
"California","380","0380-00113","Mech+Fire","post",74.07,8.23,37.61,123.46,47.2,70.73,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,10.06,3.77,0,0,17
"California","380","0380-00114","Mech+Fire","pre",345.68,64.36,48.69,0,0,55.67,2965.26,1729.74,0,246.91,NA,4,12,16,0,NA,NA,7,1.91,0.55,34.34,13.1,39.36,0,10
"California","380","0380-00114","Mech+Fire","post",49.38,42.91,105.18,0,0,100,247.11,494.21,0,0,NA,0,0,7,0,NA,NA,1,0,0,11.63,0.37,13.68,0,1
"California","380","0380-00117","Mech+Fire","pre",296.3,62.52,51.83,24.69,1.43,30.87,1235.53,1482.63,0,0,NA,8,24,16,4,NA,NA,13,2.56,0.65,82.06,20.54,24.76,0,6
"California","380","0380-00117","Mech+Fire","post",98.77,56.62,85.43,0,0,22.63,0,741.32,0,0,NA,0,0,0,0,NA,NA,0,0,0,23.81,3.66,0,0,2
"California","380","0380-00118","Mech+Fire","pre",271.6,44.23,45.53,49.38,4.75,41.86,1976.84,988.42,0,246.91,NA,8,20,4,0,NA,NA,8,2.08,0.6,130.75,15.35,0,0,10
"California","380","0380-00118","Mech+Fire","post",74.07,34.56,77.07,24.69,8.65,60.31,0,2223.95,0,0,NA,0,0,0,0,NA,NA,0,0,0,10,5.53,0,0,4
"California","380","0380-00119","Mech+Fire","pre",395.06,42.66,37.08,24.69,1.2,73.62,3459.48,247.11,0,765.43,NA,8,16,12,0,NA,NA,8,2.04,0.57,119.49,20.47,51.27,97,21
"California","380","0380-00119","Mech+Fire","post",98.77,43.43,74.83,0,0,88.13,247.11,0,0,0,NA,0,20,5,0,NA,NA,2,0.5,0.16,17.71,3.13,0,0,3
"California","380","0380-00120","Mech+Fire","pre",419.75,64.47,44.22,24.69,2.11,31.55,3953.69,1729.74,0,740.74,NA,4,20,12,0,NA,NA,9,2.2,0.61,107.48,17.11,12.45,59,12
"California","380","0380-00120","Mech+Fire","post",172.84,67.84,70.69,24.69,8.99,37.75,494.21,0,0,0,NA,0,0,15,0,NA,NA,1,0,0,36.58,2.6,0,0,5
"California","380","0380-00125","Mech+Fire","pre",296.3,80.27,58.73,49.38,3.83,46.15,741.32,2471.05,0,765.43,NA,8,20,16,0,NA,NA,10,2.29,0.6,82.94,10.84,18.43,100,9
"California","380","0380-00125","Mech+Fire","post",74.07,28.25,69.68,98.77,36.3,59.28,494.21,4942.11,0,98.77,NA,0,0,37,0,NA,NA,1,0,0,7.35,2.73,7.02,0,8
"California","380","0380-00126","Mech+Fire","pre",370.37,65.47,47.44,49.38,5.25,56.63,3212.37,2223.95,0,740.74,NA,8,22,34,4,NA,NA,11,2.08,0.49,75.74,19.22,61.45,85,7
"California","380","0380-00126","Mech+Fire","post",24.69,20.42,102.62,0,0,100,0,0,0,0,NA,0,0,70,0,NA,NA,1,0,0,0.58,2.41,22.39,0,1
"California","380","0380-00127","Mech+Fire","pre",419.75,70.67,46.3,24.69,1.56,48.81,3459.48,988.42,0,320.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,3.97,21.89,0,15
"California","380","0380-00127","Mech+Fire","post",0,0,NA,49.38,11.37,91.28,1482.63,1235.53,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.86,11.42,9.09,0,0
"California","400","0400-00002","Fire","pre",197.53,34.36,47.06,0,0,0,494.21,494.21,0,0,NA,0,0,0,0,NA,NA,0,0,0,5.42,4.4,11.75,0,9
