"site","unit","plot","treatment","timestep","l_tph","l_ba","l_qmd","d_tph","d_ba","p_ba","p_seed","np_seed","p_sap","np_sap","midstory_shrubs","graminoids","forb","shrub","tree","vine","non_native","richness","diversity","evenness","ground","fine","cwd","ptorch","pmort"
"California","590","0590-00117","Control","post",197.53,29.87,43.88,0,0,84.25,494.21,8401.58,0,1407.41,NA,0,0,5,0,NA,NA,1,0,0,78.5,5.97,0,0,12
"California","590","0590-00118","Control","pre",419.75,66.02,44.75,0,0,39.36,247.11,247.11,0,0,NA,8,34,20,0,NA,NA,15,2.7,0.65,24.75,0.97,17.51,0,9
"California","590","0590-00118","Control","post",419.75,89.99,52.25,24.69,3.12,37.83,741.32,22486.59,24.69,1753.09,NA,0,0,0,0,NA,NA,0,0,0,144,1.42,0,62,100
"Montana","1","2","Mech","pre",260,17.1,28.94,0,0,100,2000,500,93.33,26.67,NA,2,18,10,NA,NA,0,25,1,0.22,21.22,0.26,1.71,0,0
"Montana","1","2","Mech","post",80,8.11,35.93,0,0,98.68,3500,0,1060,500,NA,6,19,23,NA,NA,0,14,0.91,0.18,16.77,1.52,0,0,0
"Montana","1","5","Mech","pre",280,15.97,26.95,0,0,96.85,0,750,80,120,NA,2,6,8,NA,NA,0,21,0.67,0.15,13.26,3.22,0,0,0
"Montana","1","5","Mech","post",140,8.43,27.69,0,0,85.12,1000,1000,960,640,NA,10,13,22,NA,NA,0,17,0.89,0.18,24.75,1.46,2.45,0,0
"Montana","1","9","Mech","pre",660,30.79,24.37,0,0,100,0,0,66.67,6.67,NA,1,4,5,NA,NA,0,12,0.53,0.12,23.87,1.25,3.86,0,0
"Montana","1","9","Mech","post",210,22.45,36.9,0,0,100,0,0,80,20,NA,11,7,7,NA,NA,0,15,0.67,0.14,19.62,4.39,6.24,0,0
"Montana","1","12","Mech","pre",340,20.57,27.75,0,0,97.33,750,250,46.67,46.67,NA,1,8,18,NA,NA,0,23,1.03,0.23,6.37,1.08,2.98,0,0
"Montana","1","12","Mech","post",100,16.6,45.98,10,0,100,7000,0,420,220,NA,8,14,24,NA,NA,0,16,0.93,0.18,15.09,1.46,2.82,0,0
"Montana","1","18","Mech","pre",460,21.89,24.61,0,0,91.86,1750,500,106.67,46.67,NA,5,7,20,NA,NA,0,24,1.12,0.24,12.73,1.23,25.28,0,0
"Montana","1","18","Mech","post",200,19.26,35.02,0,0,97.46,1000,0,280,180,NA,10,13,36,NA,NA,0,15,1.01,0.2,23.01,5.15,8.04,0,0
"Montana","1","22","Mech","pre",320,20.34,28.45,0,0,98.95,750,0,166.67,193.33,NA,5,10,17,NA,NA,0,28,1.18,0.26,14.86,1.07,0,0,0
"Montana","1","22","Mech","post",190,13.9,30.52,0,0,87.37,2000,0,580,760,NA,12,10,27,NA,NA,0,18,1.04,0.21,17.16,0.02,1.67,0,0
"Montana","1","24","Mech","pre",180,14.7,32.24,0,0,100,3750,0,1433.33,0,NA,0,9,17,NA,NA,0,17,1.01,0.23,4.51,0.03,0,0,0
"Montana","1","24","Mech","post",150,14.49,35.07,0,0,100,2000,0,4920,0,NA,2,9,37,NA,NA,0,16,0.8,0.16,41.01,2.3,0,0,0
"Montana","1","26","Mech","pre",170,16.19,34.82,10,0.21,100,250,0,473.33,40,NA,4,10,12,NA,NA,0,24,0.95,0.21,13.79,1.01,0,0,0
"Montana","1","26","Mech","post",110,13.04,38.86,10,0,97.93,2000,1000,2600,20,NA,7,14,22,NA,NA,0,19,0.98,0.2,29.3,0.38,18.19,0,0
"Montana","1","29","Mech","pre",220,12.35,26.73,0,0,100,0,3500,133.33,66.67,NA,2,9,23,NA,NA,0,21,1.1,0.24,10.61,2.31,0,0,0
"Montana","1","29","Mech","post",210,14.54,29.69,0,0,97.4,0,3000,120,1780,NA,6,11,28,NA,NA,0,13,0.9,0.18,26.8,3.11,0,0,0
"Montana","1","33","Mech","pre",360,22.55,28.24,10,0.31,100,0,500,13.33,86.67,NA,1,7,10,NA,NA,0,28,0.87,0.2,18.57,2.68,0,0,0
"Montana","1","33","Mech","post",180,19.33,36.98,0,0,96.71,0,500,80,320,NA,11,8,24,NA,NA,0,23,0.93,0.19,47.04,0.75,0,0,0
"Montana","2","2","Mech","pre",450,20.13,23.86,0,0,100,250,1000,13.33,126.67,NA,1,15,8,NA,NA,0,19,0.93,0.21,7.43,6.22,3.28,1,0
"Montana","2","2","Mech","post",210,18.07,33.1,0,0,14.32,0,3000,0,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.81,7.31,0.9,0,0
"Montana","2","5","Mech","pre",310,17.74,27,40,2.22,100,0,4250,13.33,760,NA,6,14,31,NA,NA,2,31,1.58,0.33,6.9,2.94,6.74,0,0
"Montana","2","5","Mech","post",200,19.59,35.32,30,0,24.67,0,12500,20,3680,NA,10,26,21,NA,NA,1,23,1.1,0.21,28.05,6.51,0,0,1
"Montana","2","9","Mech","pre",420,15.62,21.76,30,0.85,100,0,4750,6.67,893.33,NA,3,12,24,NA,NA,0,26,1.31,0.29,7.96,2.54,11.05,1,0
"Montana","2","9","Mech","post",150,13.91,34.36,30,0,40.38,500,15500,1000,5360,NA,8,19,16,NA,NA,4,23,0.95,0.19,20.96,5.29,0,0,1
"Montana","2","12","Mech","pre",430,17.46,22.74,10,0.09,100,0,250,0,406.67,NA,3,12,13,NA,NA,0,26,0.79,0.16,9.02,1.29,4.53,1,0
"Montana","2","12","Mech","post",290,19.51,29.26,10,0,10.68,0,2500,0,720,NA,6,20,9,NA,NA,0,19,0.69,0.13,39,9.94,3.73,1,1
"Montana","2","18","Mech","pre",700,29.3,23.08,100,2,100,0,2750,13.33,93.33,NA,4,6,11,NA,NA,1,26,1.1,0.26,3.45,2.92,15.67,1,0
"Montana","2","18","Mech","post",230,26.99,38.66,20,0,34.71,0,4500,0,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.81,6.29,6.18,0,1
"Montana","2","22","Mech","pre",490,27.78,26.87,0,0,100,0,6000,6.67,406.67,NA,7,14,11,NA,NA,0,22,1.02,0.22,6.9,6.52,1.92,0,0
"Montana","2","22","Mech","post",120,18.32,44.09,0,0,25.49,500,9000,20,4260,NA,27,26,16,NA,NA,0,19,0.88,0.16,28.22,9.8,13.4,0,1
"Montana","2","24","Mech","pre",660,28.51,23.45,30,0.27,100,0,1000,6.67,273.33,NA,4,8,11,NA,NA,0,27,0.97,0.21,4.51,1.79,1.05,0,1
"Montana","2","24","Mech","post",190,21.31,37.79,20,0,9.23,0,5500,20,1680,NA,14,7,26,NA,NA,0,25,0.81,0.15,19.86,4.48,1.07,0,0
"Montana","2","26","Mech","pre",250,9,21.41,10,0.26,100,0,2500,6.67,413.33,NA,7,24,14,NA,NA,0,29,1.25,0.26,2.39,2.5,2.13,1,0
"Montana","2","26","Mech","post",230,9.76,23.25,0,0,39.46,0,5500,40,1860,NA,21,18,17,NA,NA,0,19,0.83,0.15,19.4,4.37,3.77,0,0
"Montana","2","29","Mech","pre",340,20.19,27.5,10,0.32,100,0,1250,13.33,200,NA,5,10,11,NA,NA,4,32,1.36,0.31,5.84,0.69,0.43,1,0
"Montana","2","29","Mech","post",160,17.95,37.79,0,0,87.52,500,1500,40,980,NA,11,29,24,NA,NA,2,23,1.09,0.21,NA,NA,NA,NA,NA
"Montana","2","33","Mech","pre",430,21.12,25.01,10,2.13,100,250,3750,0,1006.67,NA,14,8,15,NA,NA,0,27,1.16,0.25,6.1,0.66,0,1,0
"Montana","2","33","Mech","post",320,25.19,31.66,10,0,65.91,500,3500,0,1980,NA,18,12,20,NA,NA,0,18,0.89,0.17,NA,NA,NA,NA,NA
"Montana","3","2","Mech","pre",400,25.59,28.54,0,0,100,0,3000,6.67,26.67,NA,3,14,8,NA,NA,0,18,0.85,0.19,7.69,0.03,0,0,0
"Montana","3","2","Mech","post",170,19.22,37.94,0,0,100,500,3000,0,1140,NA,4,8,6,NA,NA,0,18,0.7,0.15,27.94,1.47,0,0,0
"Montana","3","5","Mech","pre",370,16.31,23.69,0,0,94.4,1500,1750,580,180,NA,2,12,16,NA,NA,1,28,1.13,0.25,6.63,0.94,0,1,0
"Montana","3","5","Mech","post",270,15.2,26.77,0,0,90.68,500,3000,920,1460,NA,7,20,16,NA,NA,0,17,1.18,0.25,27.75,4.21,0.7,1,0
"Montana","3","9","Mech","pre",630,26.25,23.03,0,0,97.16,2250,0,120,33.33,NA,2,10,13,NA,NA,0,25,0.94,0.21,23.08,0,15.78,0,0
"Montana","3","9","Mech","post",230,19.04,32.47,0,0,94.73,2500,1000,400,720,NA,5,16,12,NA,NA,2,18,1.03,0.22,66.95,0.76,15.34,1,0
"Montana","3","12","Mech","pre",350,28.25,32.06,0,0,100,0,3500,6.67,966.67,NA,4,6,18,NA,NA,0,23,1.15,0.26,22.28,1.22,0,0,0
"Montana","3","12","Mech","post",170,22.72,41.25,0,0,96.09,1000,2000,100,3720,NA,6,7,30,NA,NA,0,18,1.11,0.23,64.91,0.76,1.25,0,1
"Montana","3","18","Mech","pre",300,9.34,19.91,0,0,98.33,1250,250,1406.67,100,NA,1,24,7,NA,NA,8,27,0.95,0.2,6.63,0.34,18.7,1,0
"Montana","3","18","Mech","post",520,12.35,17.39,20,0,81.68,1500,2500,3380,1480,NA,3,27,16,NA,NA,2,23,1.03,0.21,24.24,2.89,18.52,1,1
"Montana","3","22","Mech","pre",470,25.8,26.44,0,0,90.05,500,3000,86.67,93.33,NA,3,8,11,NA,NA,0,27,1.06,0.24,9.28,0.84,2.45,1,0
"Montana","3","22","Mech","post",180,19.04,36.7,0,0,96.45,500,500,140,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.77,1.47,1.93,0,0
"Montana","3","24","Mech","pre",370,21.34,27.1,0,0,91.54,3250,4500,513.33,213.33,NA,3,9,18,NA,NA,1,31,1.22,0.27,14.06,2.44,0.48,1,0
"Montana","3","24","Mech","post",230,17.69,31.29,0,0,85.7,4000,7500,760,2380,NA,9,8,19,NA,NA,0,25,1.06,0.22,19.67,4.41,1.07,0,0
"Montana","3","26","Mech","pre",500,28.98,27.16,0,0,100,500,2000,73.33,233.33,NA,1,3,6,NA,NA,0,18,0.56,0.13,10.08,0.03,0,1,0
"Montana","3","26","Mech","post",180,14.49,32.01,0,0,95.82,2500,2000,320,3360,NA,6,10,8,NA,NA,0,18,0.73,0.15,23.7,3.78,14.52,0,1
"Montana","3","28","Mech","pre",230,14.85,28.67,0,0,93.45,2000,1750,453.33,140,NA,1,5,9,NA,NA,0,28,2.49,0.93,9.82,0.66,0,0,0
"Montana","3","28","Mech","post",200,15.64,31.56,0,0,88.8,1500,2500,1220,1320,NA,7,12,17,NA,NA,0,24,2.35,0.66,26.24,4.86,11.6,0,0
"Montana","3","31","Mech","pre",350,18.9,26.22,0,0,84.92,750,250,213.33,33.33,NA,1,6,13,NA,NA,0,24,1.89,0.63,10.61,0.06,0.64,0,0
"Montana","3","31","Mech","post",240,19.51,32.17,0,0,78.51,500,0,820,300,NA,5,20,23,NA,NA,0,16,2.1,0.54,16.99,0.81,0,0,0
"Montana","1","2","Fire","pre",770,28.56,21.73,10,0.13,100,250,250,60,60,NA,4,8,7,NA,NA,0,16,0.68,0.15,10.61,0.04,2.14,0,0
"Montana","1","2","Fire","post",320,13.51,23.19,90,0,70.26,0,1000,0,420,NA,10,3,12,NA,NA,0,16,0.55,0.11,29.71,4.84,59.18,1,1
"Montana","1","5","Fire","pre",480,16.66,21.02,0,0,100,0,250,80,13.33,NA,2,6,3,NA,NA,0,19,0.52,0.11,10.61,0.16,0.89,0,0
"Montana","1","5","Fire","post",220,12.22,26.6,100,0,62.42,0,500,60,20,NA,8,10,7,NA,NA,0,18,0.65,0.13,8.3,0.22,18.81,0,0
"Montana","1","9","Fire","pre",750,30.34,22.7,60,1.04,100,0,0,13.33,26.67,NA,2,6,8,NA,NA,0,9,0.62,0.14,11.94,0.36,2.04,0,0
"Montana","1","9","Fire","post",420,20.87,25.15,70,0,8.9,1000,1000,0,80,NA,12,3,17,NA,NA,0,9,0.7,0.14,26.76,11.25,44.72,0,1
"Montana","1","12","Fire","pre",970,36.81,21.98,10,0.36,100,0,500,40,40,NA,2,5,5,NA,NA,0,15,0.57,0.13,6,1.4,0,0,0
"Montana","1","12","Fire","post",190,7.81,22.88,50,0,56.11,1500,500,0,100,NA,16,7,16,NA,NA,0,9,0.68,0.14,19.06,1.89,60.81,1,1
"Montana","1","18","Fire","pre",770,29.13,21.95,0,0,100,250,250,80,6.67,NA,2,6,6,NA,NA,0,21,0.56,0.12,20.32,0.6,0,0,0
"Montana","1","18","Fire","post",320,20.68,28.68,70,0,46.79,1000,0,40,20,NA,9,10,10,NA,NA,0,19,0.66,0.13,29.39,29.27,105.24,1,1
"Montana","1","22","Fire","pre",250,19.78,31.74,0,0,100,0,250,20,320,NA,3,6,15,NA,NA,0,12,0.76,0.17,23.24,2.14,12.9,0,0
"Montana","1","22","Fire","post",310,12.61,22.76,40,0,38.83,1500,2500,40,740,NA,11,5,18,NA,NA,0,11,0.69,0.14,26.93,11.75,49.24,1,1
"Montana","1","24","Fire","pre",320,18.77,27.33,0,0,100,3000,0,213.33,126.67,NA,2,5,10,NA,NA,0,24,0.73,0.16,15.92,0.7,38.63,0,0
"Montana","1","24","Fire","post",310,23.11,30.81,20,0,83.12,1000,1000,820,320,NA,7,7,15,NA,NA,0,16,0.61,0.12,19.08,0.76,11.27,0,0
"Montana","1","26","Fire","pre",150,13.55,33.91,0,0,100,5750,0,420,0,NA,2,9,10,NA,NA,0,21,0.78,0.17,5.31,0,0,0,0
"Montana","1","26","Fire","post",150,15.92,36.76,0,0,NA,NA,NA,NA,NA,NA,7,10,8,NA,NA,0,15,0.67,0.14,17.21,14.44,0,0,0
"Montana","1","29","Fire","pre",380,25.32,29.12,0,0,100,250,250,53.33,106.67,NA,1,6,15,NA,NA,0,16,0.63,0.14,8.49,0.01,0.58,0,0
"Montana","1","29","Fire","post",220,18.6,32.81,30,0,86.38,2000,0,0,60,NA,9,9,21,NA,NA,0,15,0.79,0.16,30.12,3.85,65.58,1,1
"Montana","1","33","Fire","pre",250,20.9,32.62,0,0,100,1500,1000,13.33,73.33,NA,3,7,17,NA,NA,0,14,0.89,0.21,10.66,0.3,25,0,0
"Montana","1","33","Fire","post",160,12.4,31.41,30,0,81.63,1500,2000,40,180,NA,9,4,16,NA,NA,0,11,0.59,0.12,23.89,30.76,46.87,0,1
"Montana","2","2","Fire","pre",590,30.76,25.77,20,0.32,100,0,2250,0,80,NA,4,6,9,NA,NA,0,18,0.76,0.17,18.57,1.18,6.62,0,1
"Montana","2","2","Fire","post",280,22.58,32.04,130,0,0.98,0,3500,0,740,NA,16,24,29,NA,NA,0,15,1.18,0.23,24.43,12.48,44.38,0,0
"Montana","2","5","Fire","pre",470,26.86,26.98,20,0.26,100,500,5750,80,1246.67,NA,3,5,10,NA,NA,0,21,0.67,0.14,15.92,4.9,7.87,1,0
"Montana","2","5","Fire","post",280,22.7,32.13,70,0,59.54,500,3000,160,2740,NA,12,18,16,NA,NA,0,20,0.91,0.18,32.3,2.26,5.9,0,0
"Montana","2","9","Fire","pre",740,32.41,23.61,30,0.75,100,0,3000,26.67,46.67,NA,1,7,13,NA,NA,0,14,0.8,0.17,25.2,10.05,10.56,0,1
"Montana","2","9","Fire","post",400,29.04,30.4,90,0,39.66,1500,9000,360,1000,NA,11,8,17,NA,NA,0,19,0.83,0.16,44.22,4.38,28.83,0,1
"Montana","2","12","Fire","pre",530,29.95,26.82,90,1.32,100,500,2250,20,86.67,NA,2,6,13,NA,NA,0,17,0.64,0.13,17.24,2.9,26.28,0,1
"Montana","2","12","Fire","post",340,30.06,33.55,60,0,17.91,0,5500,540,780,NA,17,11,33,NA,NA,0,16,0.94,0.18,26.44,6.08,8.91,0,0
"Montana","2","18","Fire","pre",390,22.76,27.26,20,0.33,100,250,9000,20,273.33,NA,3,5,12,NA,NA,0,24,1.08,0.25,4.93,1.43,0,0,0
"Montana","2","18","Fire","post",140,8.48,27.77,170,0,76.87,2500,4000,600,1020,NA,11,17,15,NA,NA,0,24,1.32,0.28,19.64,7.42,53.86,1,1
"Montana","2","22","Fire","pre",500,29.49,27.4,20,1.93,100,250,3000,20,386.67,NA,2,5,9,NA,NA,0,21,0.56,0.12,9.28,8.06,2.13,0,0
"Montana","2","22","Fire","post",330,29.45,33.71,80,0,0.82,0,3500,20,2400,NA,10,17,33,NA,NA,0,16,0.72,0.13,21.93,8.93,7.18,0,1
"Montana","2","24","Fire","pre",460,29.39,28.52,20,0.25,100,0,2750,13.33,633.33,NA,3,5,13,NA,NA,0,19,0.77,0.17,7.59,3.12,0,0,1
"Montana","2","24","Fire","post",390,32.61,32.63,50,0,0.37,0,500,40,3220,NA,15,18,28,NA,NA,0,14,0.84,0.16,32.26,8.37,7.02,0,1
"Montana","2","26","Fire","pre",210,18.27,33.28,0,0,100,0,4500,6.67,486.67,NA,3,4,14,NA,NA,0,26,0.59,0.12,2.97,2.21,0,1,0
"Montana","2","26","Fire","post",290,23.74,32.28,0,0,34.78,0,4500,0,1560,NA,8,17,28,NA,NA,0,15,0.78,0.14,24.22,2.3,0,0,0
"Montana","2","29","Fire","pre",370,19.82,26.12,10,0.23,100,250,2500,13.33,740,NA,2,8,2,NA,NA,0,23,0.65,0.15,16.61,2.22,3.14,1,0
"Montana","2","29","Fire","post",370,20.95,26.85,60,0,53.19,500,500,0,1160,NA,5,30,8,NA,NA,0,20,0.82,0.16,37.11,2.23,29.14,1,1
"Montana","2","33","Fire","pre",490,16.17,20.5,0,0,100,500,1250,106.67,1266.67,NA,1,3,3,NA,NA,0,18,0.32,0.07,3.34,0.34,17.16,1,1
"Montana","2","33","Fire","post",650,21.8,20.67,20,0,56.87,0,2500,80,640,NA,4,5,5,NA,NA,0,16,0.42,0.08,22.9,7.25,0,0,1
"Montana","3","2","Fire","pre",280,16.7,27.55,0,0,98.39,500,1250,1000,540,NA,2,8,9,NA,NA,1,32,0.89,0.2,9.82,0.64,0,0,0
"Montana","3","2","Fire","post",210,10.9,25.7,10,0,46.64,0,2000,380,1180,NA,10,19,15,NA,NA,0,23,1.38,0.29,21.46,14.6,67.62,1,1
"Montana","3","5","Fire","pre",440,18.82,23.34,0,0,82.58,750,2000,1566.67,700,NA,2,14,5,NA,NA,1,26,0.78,0.17,12.73,0.18,0,1,0
"Montana","3","5","Fire","post",580,16.49,19.03,70,0,46.46,500,2500,920,1420,NA,8,11,11,NA,NA,1,21,0.85,0.18,24.28,7.1,22.1,0,1
"Montana","3","9","Fire","pre",460,18.41,22.57,10,0.15,77.82,1000,500,1913.33,346.67,NA,1,4,9,NA,NA,0,29,0.63,0.14,5.84,0.52,0,1,0
"Montana","3","9","Fire","post",610,25.06,22.87,0,0,75.34,0,1000,1120,780,NA,3,16,18,NA,NA,0,21,1.1,0.23,20.63,4.49,2.61,0,0
"Montana","3","12","Fire","pre",360,20.25,26.76,10,0.65,94.75,250,1500,66.67,66.67,NA,1,9,5,NA,NA,0,29,0.77,0.17,13.53,3.68,0,0,0
"Montana","3","12","Fire","post",290,18.28,28.33,40,0,66.01,2500,3000,20,260,NA,1,29,20,NA,NA,0,21,1.24,0.26,34.89,8.22,11.04,0,0
"Montana","3","18","Fire","pre",210,14.1,29.23,0,0,94.27,750,250,586.67,140,NA,2,12,16,NA,NA,1,30,1.01,0.21,5.57,0,0,1,0
"Montana","3","18","Fire","post",360,19.3,26.13,20,0,87.36,1000,0,780,220,NA,5,16,21,NA,NA,1,20,1.01,0.2,13.37,1.91,1.07,0,0
"Montana","3","22","Fire","pre",270,14.11,25.8,0,0,100,8250,250,2420,53.33,NA,4,5,12,NA,NA,0,30,0.93,0.21,11.67,1.25,4.66,1,0
"Montana","3","22","Fire","post",140,2.12,13.9,50,0,71.31,6000,0,520,0,NA,10,9,30,NA,NA,0,21,1.15,0.24,24.58,19.96,67.64,1,1
"Montana","3","24","Fire","pre",400,16.61,22.99,10,0.12,100,4250,250,446.67,60,NA,0,4,15,NA,NA,0,29,0.76,0.17,5.57,0.94,0,0,0
"Montana","3","24","Fire","post",310,15.21,24.99,50,0,100,1000,1000,280,280,NA,2,9,17,NA,NA,1,18,0.83,0.17,19.7,0.44,5.18,0,0
"Montana","3","26","Fire","pre",380,21.28,26.7,0,0,100,6500,2500,466.67,186.67,NA,1,6,8,NA,NA,0,29,0.76,0.18,5.84,0.33,0,0,0
"Montana","3","26","Fire","post",280,13.92,25.16,10,0,91.96,6000,1500,100,1020,NA,3,16,10,NA,NA,0,22,0.88,0.18,15.46,10.05,51.69,1,1
"Montana","3","29","Fire","pre",340,17.95,25.92,0,0,97.52,7750,3500,2306.67,426.67,NA,1,9,14,NA,NA,0,30,1.23,0.3,6.37,0.06,0,1,0
"Montana","3","29","Fire","post",380,22.04,27.17,20,0,48,0,2000,1500,1200,NA,3,13,30,NA,NA,0,20,1.04,0.21,22.55,13.95,19.59,1,1
"Montana","3","33","Fire","pre",290,27.22,34.57,0,0,100,11750,2000,966.67,246.67,NA,5,10,6,NA,NA,0,25,1.19,0.29,13.79,0.64,0,1,0
"Montana","3","33","Fire","post",340,31.37,34.28,0,0,91.33,500,0,860,440,NA,9,8,9,NA,NA,0,25,0.89,0.19,26.13,5.9,0,0,0
"Montana","1","2","Mech+Fire","pre",580,25.37,23.6,10,0.17,100,1500,0,66.67,113.33,NA,5,9,11,NA,NA,0,25,0.9,0.2,21.22,0.32,0.56,0,0
"Montana","1","2","Mech+Fire","post",200,18.75,34.55,20,0,99.3,0,1000,260,60,NA,8,15,28,NA,NA,0,15,0.91,0.18,34.45,1.85,14.97,0,0
"Montana","1","5","Mech+Fire","pre",280,15.6,26.63,0,0,100,0,0,20,206.67,NA,4,33,11,NA,NA,0,15,1.08,0.24,13.26,1.45,0,0,0
"Montana","1","5","Mech+Fire","post",110,11.5,36.49,10,0,91.24,0,0,0,0,NA,11,8,14,NA,NA,0,12,0.76,0.15,35.92,8.12,1.82,0,0
"Montana","1","9","Mech+Fire","pre",290,16.42,26.85,0,0,96.3,0,250,13.33,200,NA,6,15,13,NA,NA,0,20,1.1,0.25,7.96,0.81,0,0,0
"Montana","1","9","Mech+Fire","post",100,16.04,45.19,30,0,89.73,500,500,20,0,NA,10,5,25,NA,NA,0,14,0.83,0.17,19.55,0.56,9.56,0,0
"Montana","1","12","Mech+Fire","pre",290,16.3,26.75,10,0.83,100,250,500,6.67,46.67,NA,4,7,12,NA,NA,0,19,0.98,0.22,14.59,0,24.56,0,0
"Montana","1","12","Mech+Fire","post",160,18.78,38.66,0,0,100,0,0,20,20,NA,7,19,13,NA,NA,0,19,0.84,0.17,18.11,0.75,0,0,0
"Montana","1","18","Mech+Fire","pre",260,15.49,27.54,0,0,100,750,0,226.67,133.33,NA,4,12,13,NA,NA,0,18,0.89,0.2,18.57,0.03,0,0,0
"Montana","1","18","Mech+Fire","post",40,6.08,43.98,0,0,100,4500,0,160,100,NA,10,14,14,NA,NA,0,14,0.75,0.15,25.78,2.93,2.15,0,0
"Montana","1","22","Mech+Fire","pre",130,6.19,24.63,0,0,100,0,0,60,20,NA,6,7,8,NA,NA,0,18,0.74,0.16,3.98,1.38,5.06,0,0
"Montana","1","22","Mech+Fire","post",90,4,23.78,0,0,81.75,0,1500,80,20,NA,8,17,13,NA,NA,0,17,0.8,0.16,7.74,2.25,0,0,0
"Montana","1","24","Mech+Fire","pre",270,19.59,30.4,0,0,100,0,250,13.33,66.67,NA,3,4,8,NA,NA,0,22,0.75,0.17,15.92,1.11,6.35,0,0
"Montana","1","24","Mech+Fire","post",140,15.86,37.97,0,0,98.3,0,0,0,0,NA,3,17,8,NA,NA,0,17,0.7,0.14,22.42,0,0.9,0,0
"Montana","1","26","Mech+Fire","pre",280,19.04,29.42,10,0.37,99.33,0,500,86.67,33.33,NA,3,16,16,NA,NA,0,21,1.23,0.27,7.96,0.31,0.56,0,0
"Montana","1","26","Mech+Fire","post",210,23.2,37.51,0,0,77.18,0,2000,100,80,NA,8,18,12,NA,NA,1,25,0.97,0.19,18.63,2.96,1.59,0,0
"Montana","1","29","Mech+Fire","pre",330,17.54,26.02,10,1.95,93,0,0,33.33,160,NA,2,13,13,NA,NA,0,16,0.85,0.18,16.98,0.46,1.26,0,0
"Montana","1","29","Mech+Fire","post",120,16.4,41.72,10,0,90.13,2500,4000,40,0,NA,7,12,18,NA,NA,0,14,0.8,0.16,17.36,3.31,10.2,0,0
"Montana","1","33","Mech+Fire","pre",280,9.23,20.49,10,0.29,100,0,0,106.67,20,NA,2,9,5,NA,NA,0,20,0.79,0.18,19.9,0.37,2.74,0,0
"Montana","1","33","Mech+Fire","post",220,7.22,20.44,30,0,52.61,0,0,180,80,NA,7,12,9,NA,NA,0,16,0.67,0.13,6.88,0.8,33.54,0,0
"Montana","2","2","Mech+Fire","pre",400,21.65,26.25,0,0,100,0,3750,20,573.33,NA,4,6,14,NA,NA,0,22,0.93,0.21,6.37,1.27,1.17,0,0
"Montana","2","2","Mech+Fire","post",130,14.75,38,0,0,60.38,0,7500,20,1060,NA,12,16,23,NA,NA,0,21,1.11,0.22,14.96,2.44,1.43,0,0
"Montana","2","5","Mech+Fire","pre",410,11.28,18.72,0,0,100,0,1500,6.67,566.67,NA,5,9,13,NA,NA,0,23,0.87,0.18,2.39,0.06,10.09,1,0
"Montana","2","5","Mech+Fire","post",160,7.74,24.82,100,0,72.79,0,3000,240,120,NA,13,9,24,NA,NA,0,22,0.91,0.17,25.47,0.42,11.32,0,0
"Montana","2","9","Mech+Fire","pre",480,23.57,25.01,0,0,100,250,4500,6.67,573.33,NA,4,11,13,NA,NA,0,24,1.04,0.23,5.84,0.67,0.42,1,0
"Montana","2","9","Mech+Fire","post",100,10.17,35.98,10,0,42.91,2000,5500,240,3260,NA,12,13,22,NA,NA,0,18,0.98,0.19,22.77,0.99,9.9,0,1
"Montana","2","12","Mech+Fire","pre",430,25.37,27.41,0,0,100,0,2750,6.67,13.33,NA,4,9,26,NA,NA,0,27,1.15,0.24,5.04,1.29,0.58,0,0
"Montana","2","12","Mech+Fire","post",130,14.93,38.24,0,0,23.96,500,7000,80,1240,NA,8,18,31,NA,NA,2,22,1,0.19,28.83,2.73,35.4,0,1
"Montana","2","18","Mech+Fire","pre",500,32.87,28.93,0,0,100,2250,11500,13.33,273.33,NA,2,5,12,NA,NA,0,21,0.99,0.23,8.49,0.94,0,0,0
"Montana","2","18","Mech+Fire","post",110,14.09,40.38,20,0,74.31,2500,3000,540,1000,NA,10,7,18,NA,NA,0,19,1.04,0.22,13.39,3.11,6.18,0,0
"Montana","2","22","Mech+Fire","pre",330,23.44,30.07,10,0.25,100,0,2500,60,340,NA,3,14,24,NA,NA,0,25,1.26,0.27,8.22,2.33,2.1,0,0
"Montana","2","22","Mech+Fire","post",160,19.57,39.47,0,0,81.21,0,500,60,600,NA,16,25,42,NA,NA,1,21,1.11,0.2,19.6,1.46,0,0,0
"Montana","2","24","Mech+Fire","pre",600,29.35,24.95,20,0.99,100,0,2000,6.67,20,NA,1,6,19,NA,NA,0,22,1.08,0.24,19.63,4.72,0.43,0,1
"Montana","2","24","Mech+Fire","post",190,20.4,36.97,20,0,81.24,1500,6500,820,680,NA,6,11,42,NA,NA,0,18,0.95,0.18,29.02,2.93,0,0,0
"Montana","2","26","Mech+Fire","pre",440,23.17,25.89,10,0.47,100,0,1500,66.67,333.33,NA,4,18,19,NA,NA,0,32,1.15,0.24,23.61,1.05,0,1,0
"Montana","2","26","Mech+Fire","post",210,16.32,31.46,10,0,55.53,0,0,100,1640,NA,11,19,38,NA,NA,1,20,1.1,0.2,51.52,5.69,11.55,0,0
